This file was created by CMPT_ME_BEME_RETS using the 201803 CRSP database.
It contains value- and equal-weighted returns for the intersections of  2
ME portfolios and  3 D/P portfolios.   

The portfolios are constructed at the end of Jun.  ME is market cap at the end
of Jun.  D/P is the total dividends paid from July of t-1 to June of t per dollar of equity in June of t.
Firms with negative
D/P are not included in any portfolio.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Average Returns -- Monthly
,SMALL LoDP,ME1 DP2,SMALL HiDP,BIG LoDP,ME2 DP2,BIG HiDP
199105,   3.74,   3.26,   1.16,   4.40,   5.80,   2.97
199106,  -2.68,  -1.37,  -4.85,  -5.00,  -3.83,  -3.18
199107,   2.98,   2.64,   4.17,   4.45,   3.82,   4.95
199108,   2.50,   2.08,   3.05,   2.44,   2.09,   3.64
199109,   1.08,  -0.13,  -1.40,  -1.71,  -1.61,   0.53
199110,   0.85,   0.97,   1.27,   1.80,   1.79,   1.45
199111,  -2.45,  -1.76,  -2.73,  -3.48,  -5.29,  -2.78
199112,   6.90,   5.01,   3.67,  12.05,  11.26,   7.23
199201,   8.69,  10.07,  14.40,   0.82,   1.80,   0.90
199202,   3.65,   4.56,   6.07,   1.22,   2.62,   2.34
199203,  -1.19,   0.72,   0.22,  -2.98,  -1.28,  -1.10
199204,  -3.04,   0.39,   0.92,  -0.73,   2.07,   4.04
199205,   1.07,   2.36,   3.71,   0.85,   0.32,   2.00
199206,  -4.59,  -1.72,  -1.12,  -2.31,  -2.07,   0.86
199207,   4.15,   3.38,   4.98,   4.63,   2.67,   5.32
199208,  -1.67,  -0.62,  -0.20,  -2.27,  -2.45,  -0.82
199209,   1.53,   1.39,   0.13,   2.05,   1.98,   0.77
199210,   2.28,   1.57,   0.59,   3.21,   2.18,  -0.38
199211,   6.82,   6.10,   3.63,   5.67,   4.96,   1.90
199212,   4.39,   5.02,   3.71,   1.42,   2.41,   3.60
199301,   5.81,   5.68,   4.88,   0.90,   1.93,   1.85
199302,  -0.18,   1.36,   1.45,  -1.19,   1.21,   4.16
199303,   2.26,   3.11,   4.19,   3.90,   2.69,   3.34
199304,  -2.64,  -1.24,  -1.29,  -3.64,  -2.28,  -1.29
199305,   2.06,   1.72,   0.86,   4.47,   1.93,   0.82
199306,   0.97,   0.21,   1.32,  -0.97,   0.75,   2.33
199307,   2.00,   3.11,   3.27,  -0.15,   0.15,   1.28
199308,   3.84,   3.81,   3.17,   5.29,   3.50,   3.21
199309,   2.88,   2.39,   2.25,   1.22,  -0.62,  -0.24
199310,   2.57,   2.80,   2.75,   1.70,   0.41,  -0.14
199311,  -2.14,  -1.22,  -1.26,  -3.10,  -1.29,  -2.97
199312,   3.46,   2.85,   1.22,   3.85,   3.36,   1.75
199401,   3.25,   2.99,   3.04,   3.12,   3.42,   1.44
199402,  -0.36,   0.04,  -0.17,  -1.27,  -1.55,  -3.71
199403,  -4.44,  -2.83,  -3.06,  -3.82,  -4.05,  -3.49
199404,   0.26,   0.42,   0.33,  -0.13,   1.19,   2.10
199405,  -0.70,   1.28,   0.47,   0.75,   1.58,  -0.99
199406,  -0.98,   0.39,   0.18,  -2.83,  -1.42,  -1.88
199407,   1.58,   1.74,   1.45,   2.22,   3.34,   3.53
199408,   3.70,   3.36,   3.08,   5.09,   4.15,   3.18
199409,   0.14,   0.32,   0.45,  -2.41,  -3.09,  -2.34
199410,  -1.57,  -0.98,  -0.65,   0.85,   0.37,   0.58
199411,  -4.04,  -3.15,  -3.22,  -5.14,  -5.02,  -2.61
199412,   0.99,   0.58,   1.10,   1.18,   2.00,   0.66
199501,   2.14,   1.54,   1.69,   1.57,   1.81,   4.65
199502,   3.88,   3.57,   2.93,   5.60,   5.44,   3.26
199503,   1.29,   1.14,   0.69,   2.48,   2.96,   0.42
199504,   2.40,   3.13,   2.15,   0.53,   2.45,   2.21
199505,   1.99,   1.98,   1.05,   2.40,   3.09,   4.46
199506,   4.39,   3.23,   2.58,   3.53,   2.44,   0.46
199507,   5.41,   3.63,   3.13,   4.73,   3.79,   2.48
199508,   4.10,   3.60,   2.05,   1.11,   1.05,   3.09
199509,   2.76,   2.66,   3.50,   2.08,   2.37,   3.69
199510,  -3.38,  -1.15,  -1.74,  -3.55,  -2.08,  -0.06
199511,   2.37,   2.99,   2.17,   5.23,   6.24,   4.40
199512,   2.39,   2.66,   1.10,   0.67,   1.26,   3.02
199601,   0.66,   0.38,   1.50,   2.12,   3.00,   1.46
199602,   2.48,   2.06,   1.17,   3.66,   1.60,   0.57
199603,   4.12,   1.36,   1.85,   2.44,   3.24,   0.63
199604,   4.40,   2.25,   0.98,   2.96,   1.50,   0.17
199605,   4.16,   3.10,   3.42,   1.49,   1.28,   1.42
199606,  -2.09,   0.15,  -0.67,  -1.64,   0.04,   1.75
199607,  -5.51,  -3.16,  -1.89,  -5.95,  -4.51,  -4.21
199608,   4.81,   4.06,   3.08,   5.01,   3.72,   3.53
199609,   2.72,   2.71,   3.11,   4.18,   5.20,   2.94
199610,   1.10,   2.51,   1.83,  -0.50,   1.81,   2.97
199611,   3.88,   4.98,   4.35,   6.14,   6.86,   5.52
199612,   2.74,   2.27,   3.01,   0.12,  -0.69,  -0.14
199701,   3.00,   3.16,   3.40,   2.54,   3.44,   2.60
199702,   0.77,   2.55,   2.20,  -0.55,   2.86,   2.31
199703,  -2.22,  -1.19,  -0.98,  -3.98,  -3.34,  -3.51
199704,  -0.51,   0.44,  -0.77,   3.04,   4.18,   1.74
199705,   9.40,   7.14,   5.87,   8.37,   7.01,   5.57
199706,   6.83,   7.12,   5.36,   4.03,   4.88,   3.92
199707,   5.23,   5.22,   4.92,   6.47,   7.30,   5.75
199708,   2.96,   3.05,   2.99,  -1.76,  -2.37,  -1.33
199709,   8.02,   8.67,   6.97,   6.73,   5.39,   5.41
199710,  -1.15,   1.22,   0.84,  -3.28,  -3.37,  -1.16
199711,   0.72,   2.27,   2.17,   1.56,   3.24,   5.18
199712,   3.16,   5.51,   5.60,   1.68,   3.90,   5.10
199801,  -1.28,  -1.74,  -1.23,  -0.86,  -1.19,  -2.53
199802,   6.33,   5.54,   3.71,   9.47,   7.25,   5.69
199803,   4.47,   4.20,   3.87,   4.75,   4.46,   5.74
199804,   2.61,   1.64,   1.20,   1.13,   0.66,  -1.64
199805,  -3.17,  -1.94,  -1.89,  -3.20,  -2.62,  -1.88
199806,  -2.37,  -0.66,  -0.59,   0.86,  -0.81,   0.53
199807,  -5.99,  -4.64,  -3.59,  -4.31,  -4.28,  -4.16
199808, -17.98, -14.24, -10.31, -18.67, -15.89,  -7.82
199809,   4.13,   2.03,   2.31,   6.05,   4.00,   7.54
199810,   2.54,   1.28,   1.40,   7.73,   9.98,   3.29
199811,   4.39,   3.71,   3.45,   5.00,   4.58,   3.10
199812,   0.67,   0.81,   0.41,   6.49,   2.34,   2.06
199901,  -0.05,  -0.55,   0.24,  -0.26,  -2.74,  -5.34
199902,  -4.84,  -3.92,  -4.42,  -3.25,  -1.00,  -2.85
199903,  -3.17,  -2.75,  -2.76,   3.92,   1.02,  -0.37
199904,   8.32,   7.11,   4.95,   8.52,  10.09,  10.60
199905,   1.92,   1.78,   4.03,  -1.03,   0.02,   2.26
199906,   3.53,   3.42,   3.07,   4.11,   2.61,   1.29
199907,  -0.96,  -0.24,   2.15,  -2.51,  -2.78,  -1.43
199908,  -2.89,  -3.07,  -1.70,  -5.52,  -4.25,  -2.62
199909,  -2.50,  -2.95,  -3.17,  -2.93,  -4.73,  -3.96
199910,  -1.90,  -1.00,  -0.16,   3.67,   3.37,   2.01
199911,   3.64,   0.20,   0.83,   1.94,  -2.11,  -4.12
199912,   1.57,  -1.42,  -1.88,   4.26,   0.19,  -2.61
200001,  -2.53,  -2.75,  -1.60,  -4.68,  -7.06,  -3.47
200002,   2.47,  -0.88,   0.29,  -3.66,  -8.52,  -8.31
200003,   1.91,  -0.03,  -0.38,  15.02,  13.87,  11.32
200004,  -0.46,   1.12,   1.40,   0.45,  -0.01,   3.28
200005,  -1.36,  -0.71,  -0.19,   0.55,   3.70,   4.23
200006,   2.70,   2.14,   1.48,  -1.15,  -4.11,  -6.27
200007,   1.91,   1.30,   3.35,   2.30,   2.72,   3.77
200008,   5.75,   4.05,   3.75,   7.93,   4.13,   7.92
200009,  -1.69,   1.02,   1.31,   0.30,   0.91,   1.87
200010,   0.31,  -1.26,  -1.35,   1.30,   4.69,   0.26
200011,  -3.53,  -1.70,  -2.13,  -4.00,   0.21,   1.77
200012,   7.94,   5.50,   4.96,   7.97,   9.26,  10.92
200101,  10.77,   9.57,   9.73,   2.79,   0.76,   0.26
200102,  -0.53,   0.96,   2.34,  -5.25,   0.28,   2.22
200103,  -2.90,   0.06,   0.93,  -5.74,  -2.98,  -1.10
200104,   5.76,   3.37,   2.51,   7.67,   3.90,   6.12
200105,   6.13,   5.35,   6.09,   2.38,   3.69,   2.59
200106,   4.43,   4.07,   4.45,  -2.17,  -1.88,  -0.93
200107,   0.02,   1.99,   2.25,   0.56,   2.28,   0.67
200108,  -0.38,   0.68,   1.34,  -4.14,  -2.08,  -0.18
200109, -10.62,  -7.16,  -5.50, -10.67,  -7.25,  -7.34
200110,   3.42,   2.09,   0.31,   2.29,   0.94,  -0.45
200111,   5.77,   5.03,   3.85,   7.06,   7.06,   4.84
200112,   5.66,   4.37,   3.60,   6.24,   3.29,   4.30
200201,   2.98,   2.37,   3.90,  -0.07,   1.69,   0.26
200202,   2.19,   2.04,   0.44,  -0.63,   3.09,   2.42
200203,   7.08,   6.21,   5.99,   7.41,   4.06,   6.24
200204,   5.33,   6.23,   5.65,  -1.88,  -0.73,  -0.16
200205,  -2.04,   0.73,   1.24,  -0.19,  -0.28,  -0.26
200206,  -2.55,   0.78,   0.33,  -7.45,  -4.77,  -5.06
200207, -11.51,  -7.80,  -6.21,  -9.71,  -7.03,  -9.39
200208,   1.22,   2.00,   1.80,   1.78,   1.22,   1.84
200209,  -4.20,  -3.57,  -2.37,  -8.07,  -9.85, -10.18
200210,   0.07,   1.86,   0.91,   4.34,   2.84,   2.82
200211,   4.73,   4.89,   3.32,   5.55,   5.56,   6.78
200212,  -0.72,  -0.08,   0.61,  -4.38,  -2.79,  -0.34
200301,  -3.19,  -0.50,   1.29,  -1.20,  -3.37,  -3.15
200302,  -4.30,  -1.13,  -0.35,  -1.74,  -3.11,  -2.99
200303,   0.63,   0.38,   1.86,   1.54,  -0.78,   1.13
200304,   8.41,   6.66,   5.90,   8.98,   8.70,   8.47
200305,   8.38,   5.31,   5.62,   7.71,   6.73,   9.12
200306,   3.82,   2.10,   1.74,   1.79,   0.28,   0.31
200307,   6.03,   6.21,   5.06,   2.67,   2.71,   1.00
200308,   3.88,   3.31,   1.61,   4.85,   3.04,   1.65
200309,  -0.12,   0.16,   1.11,  -1.32,  -0.42,  -0.10
200310,   8.09,   5.98,   6.68,   7.56,   7.08,   5.87
200311,   5.10,   3.97,   3.07,   2.46,   2.13,   1.86
200312,   3.82,   3.52,   3.96,   3.21,   5.01,   5.75
200401,   3.32,   2.48,   2.76,   1.00,   1.27,   1.49
200402,   2.20,   1.82,   1.53,   3.40,   3.11,   2.54
200403,   2.00,   0.12,   0.60,   0.57,  -0.09,  -0.40
200404,  -2.49,  -2.96,  -2.46,  -1.60,  -1.42,  -2.47
200405,   0.42,   0.13,  -0.15,   1.23,   1.09,   2.02
200406,   5.24,   4.09,   3.56,   3.00,   2.69,   2.85
200407,  -4.45,  -2.51,  -1.52,  -4.16,  -3.07,  -0.65
200408,  -0.32,   0.06,   1.85,  -1.02,   0.10,   3.09
200409,   4.69,   3.87,   2.46,   4.15,   3.11,   0.93
200410,   1.90,   1.73,   1.62,   1.55,   1.38,   1.63
200411,   7.96,   8.14,   5.47,   6.04,   6.27,   4.69
200412,   3.17,   2.63,   2.08,   3.89,   3.30,   2.88
200501,  -2.05,  -1.91,  -2.02,  -1.32,  -2.19,  -2.01
200502,   1.68,   1.19,   0.53,   3.35,   2.81,   1.99
200503,  -2.33,  -2.55,  -1.82,  -1.37,  -0.82,  -0.85
200504,  -4.57,  -4.70,  -3.26,  -3.98,  -4.45,  -0.96
200505,   5.07,   4.04,   3.74,   5.13,   3.58,   3.26
200506,   3.16,   3.42,   2.84,   2.21,   2.08,   2.13
200507,   6.46,   5.61,   4.05,   5.66,   5.08,   3.39
200508,  -1.62,  -1.62,  -1.39,  -0.67,  -1.14,  -1.30
200509,   0.09,  -0.68,  -0.04,   1.67,   0.77,  -0.59
200510,  -2.27,  -1.40,  -1.74,  -2.25,  -2.03,  -1.82
200511,   3.99,   2.71,   2.00,   5.45,   4.86,   2.12
200512,   0.79,  -0.27,   0.07,   0.90,   0.93,  -0.14
200601,   6.70,   5.70,   4.36,   4.30,   4.64,   2.06
200602,  -0.37,   0.22,   0.23,  -1.64,   0.68,   0.82
200603,   4.63,   4.24,   3.16,   2.71,   2.61,   0.42
200604,   0.41,   0.64,   1.13,   0.54,   1.65,   2.20
200605,  -3.69,  -2.66,  -1.65,  -4.06,  -2.16,  -1.47
200606,  -0.51,   0.64,   0.88,  -0.29,   0.11,   0.49
200607,  -3.45,  -1.01,  -0.49,  -3.25,  -2.64,   2.55
200608,   1.68,   2.16,   2.19,   0.88,   2.19,   1.83
200609,   0.42,   1.61,   1.85,   1.02,   2.50,   1.39
200610,   4.92,   3.70,   4.12,   4.28,   4.04,   3.69
200611,   2.39,   2.06,   1.81,   3.17,   2.64,   1.94
200612,   1.11,   1.34,   1.29,  -0.62,   0.97,   1.84
200701,   1.74,   1.18,   0.78,   3.37,   3.09,   1.36
200702,   0.14,  -0.95,  -0.38,  -0.41,  -0.37,   0.69
200703,   0.06,   0.54,   0.02,   1.27,   0.62,   1.45
200704,   0.34,  -0.03,   0.32,   4.42,   4.61,   2.95
200705,   4.15,   2.62,   1.41,   4.52,   4.25,   2.47
200706,   0.35,  -0.97,  -0.54,  -1.70,  -1.25,  -2.85
200707,  -5.83,  -6.89,  -5.71,  -4.23,  -4.23,  -5.14
200708,   0.80,   0.65,   2.12,  -0.66,  -0.26,   1.47
200709,   0.54,  -1.23,  -0.55,   3.49,   2.31,   1.45
200710,   0.56,  -1.45,  -1.07,   1.48,   1.21,   0.14
200711,  -7.76,  -7.29,  -5.96,  -5.15,  -3.97,  -4.57
200712,  -0.21,  -1.94,  -1.91,   0.58,  -1.66,  -2.63
200801,  -5.24,  -2.12,  -0.03,  -6.02,  -4.59,  -0.97
200802,  -1.14,  -4.68,  -3.95,  -0.97,  -2.55,  -5.85
200803,   0.86,  -0.29,   1.81,  -3.01,  -0.39,  -1.17
200804,   2.75,  -0.78,  -0.30,   6.68,   5.28,   3.59
200805,   3.26,   0.32,  -0.22,   5.00,   2.70,   0.42
200806,  -9.12, -13.03, -12.00,  -8.51, -10.24, -12.51
200807,   5.14,   3.84,   5.52,  -4.47,   0.58,   2.80
200808,   3.33,   4.57,   4.57,   0.22,   2.35,   2.56
200809,  -7.70,  -4.19,  -2.56, -14.89,  -9.54,  -3.33
200810, -18.72, -17.02, -15.74, -23.48, -20.25, -13.73
200811, -10.81, -11.79, -15.57,  -9.48,  -7.06,  -6.94
200812,   3.69,   3.57,   0.25,   3.72,   6.07,  -0.24
200901,  -9.25,  -9.71, -11.47,  -5.56,  -9.25, -13.13
200902, -13.01, -13.61, -13.93,  -9.28, -13.08, -15.55
200903,  10.08,  10.41,  14.38,   8.17,  11.61,  11.94
200904,  18.52,  19.63,  21.65,  17.74,  18.70,  15.25
200905,   4.72,   4.32,   6.48,   7.97,   5.19,   3.81
200906,   0.93,   1.45,  -1.67,  -1.18,  -0.20,   0.01
200907,   6.81,   9.72,  10.38,   7.97,   9.25,  10.00
200908,   4.80,   2.91,   7.68,   3.37,   4.06,   7.38
200909,   5.67,   1.53,   4.63,   6.26,   4.05,   4.58
200910,  -5.64,  -6.05,  -6.73,  -2.22,  -2.74,  -3.02
200911,   0.16,   0.90,  -0.31,   5.02,   5.06,   5.39
200912,   5.65,   5.10,   5.52,   4.41,   4.09,   3.75
201001,  -0.45,  -1.69,   3.97,  -3.42,  -3.06,  -1.37
201002,   4.29,   3.54,   2.64,   5.62,   4.52,   2.82
201003,   8.69,   7.03,   8.27,   6.37,   6.69,   7.71
201004,   6.56,  10.41,   9.72,   2.02,   3.35,   4.51
201005,  -7.10,  -7.07,  -7.69,  -7.63,  -7.43,  -7.50
201006,  -7.95,  -7.81,  -9.63,  -6.29,  -5.87,  -4.20
201007,   5.29,   6.31,   5.15,   7.58,   7.26,   7.50
201008,  -8.43,  -7.53,  -5.68,  -6.32,  -5.93,  -2.35
201009,  10.53,   9.12,   7.32,  11.53,  10.96,   7.40
201010,   3.36,   2.82,   3.00,   3.14,   3.47,   3.13
201011,   2.60,   3.32,   2.12,   2.42,   2.19,  -0.45
201012,   9.53,   8.92,   5.62,   8.48,   7.54,   5.38
201101,   1.17,  -0.25,   0.21,   2.59,   2.03,   1.12
201102,   4.99,   3.76,   2.38,   3.95,   3.99,   3.67
201103,   2.18,   1.57,   1.39,   2.00,   1.24,   1.12
201104,   0.14,   1.11,   1.49,   1.98,   3.83,   3.47
201105,  -2.62,  -2.06,  -1.08,  -1.49,  -1.31,   0.45
201106,  -0.63,  -0.54,  -0.70,  -1.76,  -1.33,  -1.41
201107,  -2.23,  -2.02,  -1.51,  -2.44,  -4.53,  -3.03
201108,  -8.74,  -7.32,  -4.53,  -8.40,  -6.72,  -1.44
201109, -10.64,  -8.21,  -6.94, -13.22,  -8.73,  -5.17
201110,  14.78,  11.93,   9.88,  17.06,  14.25,   8.23
201111,  -1.16,   0.52,   0.51,   0.07,   0.30,   0.48
201112,   0.80,   1.06,   1.05,  -2.11,   0.63,   2.74
201201,   7.89,   6.09,   4.90,   7.30,   5.90,   0.65
201202,   2.87,   2.43,   1.18,   5.37,   4.16,   2.65
201203,   4.64,   2.71,   2.94,   1.50,   2.38,   2.13
201204,  -1.54,  -0.20,  -1.12,  -0.91,  -0.37,   0.39
201205,  -5.81,  -4.82,  -4.18,  -8.57,  -7.35,  -3.68
201206,   5.08,   4.54,   4.43,   2.26,   2.51,   3.99
201207,  -0.86,  -0.43,  -0.64,  -0.58,  -0.06,   1.67
201208,   3.52,   2.68,   1.68,   3.26,   3.06,   1.02
201209,   3.78,   4.24,   3.79,   2.89,   2.08,   2.34
201210,   0.30,  -0.83,  -1.44,   0.29,   0.06,   0.44
201211,   0.87,   0.36,  -0.06,   1.69,   1.77,  -0.04
201212,   3.70,   3.40,   3.30,   2.66,   1.99,   0.89
201301,   6.72,   4.64,   5.48,   6.76,   6.65,   6.30
201302,   1.94,   1.49,   1.21,   0.88,   1.94,   2.20
201303,   4.44,   4.22,   4.02,   3.39,   4.22,   5.40
201304,  -1.05,  -1.13,   0.46,  -0.24,   0.92,   2.32
201305,   5.40,   4.59,   3.09,   3.77,   3.73,  -0.54
201306,  -0.89,   1.03,   0.74,  -1.53,  -1.25,  -0.20
201307,   6.58,   7.89,   6.83,   5.82,   6.43,   5.79
201308,  -2.56,  -3.72,  -2.92,  -2.06,  -2.73,  -3.68
201309,   5.89,   5.38,   5.21,   5.35,   4.01,   3.17
201310,   2.74,   4.22,   3.65,   4.64,   4.56,   4.63
201311,   5.51,   5.02,   4.62,   3.25,   2.37,   1.56
201312,   1.48,   1.38,   1.07,   3.16,   2.98,   2.30
201401,  -4.11,  -4.19,  -2.66,  -3.06,  -4.58,  -3.02
201402,   3.04,   3.06,   2.70,   5.07,   4.70,   4.25
201403,   1.03,   2.23,   1.69,   0.19,   1.55,   1.60
201404,  -2.81,  -3.31,  -2.08,  -0.82,   0.18,   1.36
201405,   0.97,   0.34,  -0.42,   2.00,   1.85,   0.37
201406,   4.71,   3.23,   3.41,   3.13,   3.15,   3.22
201407,  -5.70,  -3.51,  -4.10,  -3.70,  -2.85,  -3.11
201408,   4.59,   3.30,   3.65,   4.91,   4.43,   3.98
201409,  -5.04,  -3.96,  -4.24,  -4.73,  -2.81,  -2.35
201410,   7.22,   6.40,   6.28,   1.43,   3.12,   3.69
201411,   0.76,  -0.54,  -0.85,   0.73,   2.72,   1.97
201412,   2.98,   4.01,   3.17,  -0.20,   0.48,   0.43
201501,  -4.81,  -5.33,  -3.72,  -3.39,  -3.49,  -1.64
201502,   5.45,   5.46,   4.47,   7.99,   6.86,   3.51
201503,   2.64,   1.90,   1.58,  -0.13,  -0.80,  -0.86
201504,  -1.69,  -0.71,  -1.35,   1.49,  -0.44,   0.84
201505,   0.75,   0.48,  -0.07,   0.33,   1.60,   0.12
201506,   0.86,   2.68,   0.70,  -2.15,  -1.47,  -2.86
201507,  -0.65,  -2.05,  -3.72,  -0.25,   0.17,   0.74
201508,  -3.34,  -4.00,  -1.82,  -5.10,  -5.46,  -4.19
201509,  -2.55,  -2.46,  -3.15,  -4.44,  -3.68,  -2.14
201510,   6.29,   5.84,   5.08,   6.94,   6.64,   8.24
201511,   3.95,   3.58,   1.69,   0.48,   0.83,  -1.48
201512,  -3.92,  -4.93,  -3.41,  -3.92,  -3.71,  -3.01
201601,  -6.56,  -4.77,  -5.07,  -6.67,  -5.87,  -3.30
201602,   0.97,   0.69,  -0.23,   1.74,   1.63,   2.61
201603,   7.02,   6.52,   6.77,   9.07,   8.49,   9.32
201604,   2.55,   3.40,   3.77,   2.43,   2.12,   2.29
201605,   0.27,   0.50,   0.25,   1.86,   1.67,   0.33
201606,  -0.40,   0.09,   1.46,  -1.52,  -0.46,   2.33
201607,   4.70,   4.90,   5.12,   3.91,   3.50,   3.34
201608,   2.37,   3.11,   1.87,   1.04,   1.18,   0.81
201609,   1.39,   1.09,   1.22,  -0.08,  -0.17,   0.70
201610,  -1.55,  -2.25,  -3.12,  -3.43,  -1.07,  -1.48
201611,  13.51,  14.55,  12.37,   6.94,   8.37,   6.53
201612,   4.89,   7.20,   5.36,   0.78,   1.81,   1.86
201701,  -0.61,  -2.12,  -0.83,   3.03,   1.84,   0.78
201702,   1.34,   0.94,   0.62,   2.49,   3.15,   2.68
201703,  -0.06,   0.19,   0.25,   0.43,  -0.47,  -0.33
201704,   1.89,   1.34,   0.27,   0.93,   0.71,   0.13
201705,  -1.64,  -2.98,  -3.70,   1.08,  -0.20,  -1.27
201706,   3.58,   3.35,   3.26,   1.28,   1.49,   1.24
201707,   0.31,   0.44,  -0.44,   2.34,   0.82,   1.05
201708,  -1.55,  -2.83,  -4.13,  -0.27,  -1.76,  -1.04
201709,   7.87,   8.70,   7.15,   4.94,   4.13,   3.74
201710,   1.80,   0.98,  -0.04,   2.80,   1.53,   0.65
201711,   2.41,   4.44,   3.71,   3.73,   4.17,   4.43
201712,  -0.60,  -1.35,   1.09,   0.44,   1.53,   0.05
201801,   2.47,   1.26,  -0.47,   4.57,   3.79,   2.68
201802,  -3.90,  -3.64,  -4.53,  -4.24,  -4.17,  -4.58
201803,   3.16,   1.99,   3.37,  -0.62,  -0.62,  -0.25


  Value Weight Average Returns -- Annual
,SMALL LoDP,ME1 DP2,SMALL HiDP,BIG LoDP,ME2 DP2,BIG HiDP
  1928,  54.29,  38.29,  26.73,  46.73,  34.86,  30.92
  1929, -36.68, -28.71, -29.25, -10.88,  -6.82, -17.94
  1930, -31.63, -35.80, -35.10, -23.70, -27.42, -43.83
  1931, -50.33, -43.84, -46.12, -39.63, -48.94, -54.08
  1932, -12.01,  -7.37,  -6.28, -13.23, -13.30,  12.83
  1933, 124.64, 111.89, 147.75,  54.87,  66.17,  83.89
  1934,  23.81,  36.13,  18.21,  -2.25,  13.01,   4.53
  1935,  62.22,  54.25,  30.99,  45.18,  37.36,  46.26
  1936,  50.59,  37.17,  25.64,  41.43,  27.84,  17.11
  1937, -53.10, -43.04, -41.38, -30.86, -30.87, -40.30
  1938,  34.97,  38.54,  34.66,  26.41,  25.45,  41.63
  1939,  -5.87,   7.24,  11.20,  -2.90,   7.63,  -0.59
  1940,   8.64,   1.92,  -1.06, -11.50,  -4.23,  -0.07
  1941,  -8.68,  -1.82, -13.00,  -7.46,  -9.89, -20.23
  1942,  37.29,  22.32,  27.22,  11.05,  15.20,  37.57
  1943,  49.48,  49.24,  49.76,  20.53,  31.49,  37.30
  1944,  38.54,  35.41,  49.19,  16.06,  20.34,  32.78
  1945,  65.44,  55.60,  62.94,  37.03,  33.19,  41.81
  1946, -11.63,  -7.64,  -1.32,  -7.68,  -3.06,  -6.67
  1947,  -1.37,  -1.39,   2.71,   4.02,   7.99,   2.12
  1948,  -7.24,  -6.40,  -3.13,   0.68,   4.54,   3.76
  1949,  20.96,  22.26,  25.81,  17.54,  23.00,  21.85
  1950,  38.44,  30.98,  43.00,  25.06,  34.18,  31.91
  1951,  17.99,  15.67,  13.76,  22.43,  20.01,  20.56
  1952,   9.61,   9.89,   8.49,  11.60,  15.80,  17.56
  1953,  -2.41,   1.39,  -3.04,   4.50,  -0.34,  -9.27
  1954,  61.33,  57.67,  53.61,  46.66,  49.89,  67.48
  1955,  23.30,  18.56,  20.18,  27.63,  24.03,  29.22
  1956,  11.49,   8.54,   4.66,   9.30,   9.14,   7.01
  1957, -18.31, -12.33, -13.85,  -7.99,  -9.38, -21.51
  1958,  63.13,  56.38,  62.27,  39.91,  47.50,  61.58
  1959,  19.24,  24.75,  16.69,  14.62,  10.97,  12.16
  1960,  -6.59,   0.06,  -0.50,  -2.44,   4.16,   4.06
  1961,  24.63,  33.03,  26.61,  22.53,  29.32,  32.25
  1962, -22.73,  -9.35,  -8.71, -18.90,  -5.37,   0.71
  1963,  17.19,  19.01,  22.81,  20.26,  20.23,  29.40
  1964,  19.22,  18.19,  21.22,  11.79,  19.01,  23.06
  1965,  44.15,  35.52,  25.94,  21.54,   4.39,  12.49
  1966,  -1.73,  -5.78,  -8.40,  -5.66,  -9.03, -17.57
  1967,  84.33,  69.93,  48.07,  35.48,  14.49,  20.77
  1968,  33.75,  40.92,  44.57,   3.04,  13.80,  18.83
  1969, -18.51, -23.27, -22.40,   3.38, -15.41, -14.45
  1970, -14.99,   0.13,  14.91,  -9.99,   4.61,  19.42
  1971,  28.18,  22.35,  16.38,  24.82,  12.64,   6.63
  1972,   5.13,   7.58,  14.18,  25.13,  12.97,  14.78
  1973, -40.10, -31.41, -20.53, -17.70, -16.76, -12.02
  1974, -30.32, -18.96, -19.44, -31.58, -20.73, -19.40
  1975,  54.30,  53.58,  46.88,  30.20,  38.31,  48.41
  1976,  44.57,  50.18,  46.93,  13.73,  31.35,  39.37
  1977,  24.30,  21.03,  14.28,  -9.06,  -6.35,   2.38
  1978,  24.46,  19.19,  11.90,  10.00,   6.78,   2.67
  1979,  46.60,  34.13,  23.70,  30.78,  20.23,  12.23
  1980,  42.82,  28.92,  16.26,  49.99,  28.77,  16.17
  1981,   1.15,  17.40,  20.71, -13.23,  -5.14,  12.61
  1982,  28.88,  31.05,  38.59,  16.17,  21.84,  22.21
  1983,  32.28,  40.99,  45.40,  13.93,  22.30,  25.01
  1984,  -1.54,   7.57,  20.16,  -6.12,   4.43,  16.57
  1985,  35.39,  37.95,  38.39,  32.86,  34.49,  31.76
  1986,  13.31,  12.34,  18.68,  15.25,  16.90,  23.82
  1987,  -8.63,  -0.60,  -4.51,   8.00,   2.83,   1.76
  1988,  26.15,  26.56,  22.74,  11.29,  16.96,  22.73
  1989,  22.32,  17.36,  10.69,  29.24,  33.17,  29.00
  1990, -17.26, -21.39, -18.83,  -1.46,  -2.14,  -6.00
  1991,  50.30,  41.68,  36.75,  43.69,  30.64,  22.56
  1992,  16.37,  29.05,  33.36,   6.21,   7.93,  11.49
  1993,  16.83,  22.58,  18.09,   4.72,   8.36,  14.83
  1994,  -4.73,   0.14,   0.24,  -1.34,   1.15,   0.21
