This file was created by CMPT_ME_BEME_RETS using the 201803 CRSP database.
It contains value- and equal-weighted returns for the intersections of  2
ME portfolios and  3 CF/P portfolios.   

The portfolios are constructed at the end of Jun.  ME is market cap at the end
of Jun.  CF/P is cashflow (earnings before extraordinary plus deferred tax income statement plus common equitys
 share of depreciation) at the last fiscal year end of the prior calendar year divided by ME at the end of December of the prior year.  Firms with negative
CF/P are not included in any portfolio.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Average Returns -- Monthly
,SMALL LoCFP,ME1 CFP2,SMALL HiCFP,BIG LoCFP,ME2 CFP2,BIG HiCFP
195301,       12.79,       15.01,       14.30,      386.46,      209.12,      168.54
195302,       13.24,       15.38,       14.90,      385.88,      206.09,      166.98
195303,       13.58,       15.36,       15.16,      381.72,      203.97,      165.46
195304,       12.84,       15.15,       14.95,      375.53,      201.16,      161.59
195305,       12.72,       14.84,       14.84,      368.20,      192.88,      157.55
195306,       12.80,       14.92,       14.90,      367.98,      193.07,      157.13
195307,       14.45,       14.57,       13.35,      368.83,      179.27,      170.31
195308,       14.46,       14.77,       13.59,      377.18,      184.60,      176.03
195309,       13.67,       14.24,       12.65,      363.53,      175.82,      161.75
195310,       13.37,       14.03,       12.55,      367.82,      175.30,      159.98
195311,       13.63,       14.52,       13.08,      383.43,      183.23,      171.37
195312,       14.11,       14.53,       13.09,      393.19,      186.37,      173.19
195401,       13.86,       14.42,       12.70,      392.87,      186.19,      175.60
195402,       14.63,       15.15,       13.57,      405.49,      197.89,      188.59
195403,       14.72,       15.43,       13.63,      408.92,      199.29,      192.79
195404,       14.94,       15.65,       13.86,      424.22,      204.58,      203.81
195405,       15.40,       16.17,       13.81,      444.78,      213.83,      214.25
195406,       15.85,       16.57,       14.58,      452.44,      219.29,      220.41
195407,       13.82,       17.28,       13.97,      402.48,      265.99,      223.34
195408,       14.41,       18.27,       15.29,      413.93,      282.42,      239.92
195409,       14.28,       17.79,       15.20,      399.55,      274.21,      232.06
195410,       14.90,       18.58,       15.81,      417.85,      298.40,      253.05
195411,       14.60,       18.21,       15.85,      406.72,      293.16,      251.64
195412,       15.97,       19.54,       17.58,      443.22,      312.82,      277.99
195501,       17.87,       21.30,       19.41,      454.47,      328.35,      302.96
195502,       18.21,       21.68,       19.69,      453.21,      332.78,      307.46
195503,       18.87,       22.70,       20.90,      466.59,      336.81,      316.47
195504,       18.93,       22.85,       20.59,      462.33,      335.19,      318.46
195505,       18.85,       23.13,       20.86,      483.11,      344.33,      326.79
195506,       18.91,       22.92,       20.94,      492.56,      343.94,      323.48
195507,       20.12,       21.16,       20.67,      510.31,      357.06,      425.02
195508,       20.12,       21.38,       20.98,      505.62,      383.07,      428.19
195509,       20.23,       21.54,       21.00,      512.16,      375.04,      429.53
195510,       19.85,       21.31,       21.06,      500.21,      380.59,      433.35
195511,       19.51,       21.05,       20.88,      485.39,      370.01,      423.38
195512,       20.59,       21.82,       21.66,      517.54,      391.73,      450.30
195601,       21.62,       22.13,       21.95,      529.30,      392.76,      462.19
195602,       20.77,       21.91,       21.41,      504.55,      384.13,      453.18
195603,       20.99,       22.30,       21.99,      529.04,      393.21,      470.97
195604,       21.49,       23.22,       22.89,      565.63,      416.56,      508.94
195605,       21.29,       23.52,       23.34,      561.61,      412.56,      534.28
195606,       20.10,       22.26,       22.39,      531.05,      395.32,      490.51
195607,       18.57,       25.82,       21.76,      662.71,      405.17,      373.85
195608,       18.96,       26.60,       22.72,      691.89,      424.93,      402.26
195609,       18.90,       26.53,       22.64,      659.80,      414.44,      389.81
195610,       18.55,       25.68,       21.79,      615.12,      396.16,      375.59
195611,       18.58,       25.97,       22.10,      622.41,      394.07,      380.19
195612,       19.27,       25.97,       22.33,      612.92,      390.67,      393.03
195701,       20.07,       27.03,       22.93,      635.50,      399.12,      415.38
195702,       20.18,       27.55,       22.84,      610.40,      389.04,      384.21
195703,       19.19,       26.32,       22.25,      598.82,      380.89,      373.32
195704,       19.43,       26.89,       22.62,      616.11,      385.55,      379.55
195705,       19.92,       27.75,       23.52,      647.50,      400.36,      400.29
195706,       20.15,       28.27,       23.62,      675.01,      409.08,      415.71
195707,       21.68,       25.08,       21.69,      760.75,      418.43,      206.44
195708,       21.73,       24.87,       21.89,      771.83,      420.80,      206.66
195709,       20.88,       23.68,       20.63,      726.13,      404.54,      194.07
195710,       19.74,       22.53,       19.64,      677.55,      386.06,      181.31
195711,       18.51,       21.13,       18.27,      654.65,      371.89,      171.46
195712,       19.80,       21.29,       18.42,      668.53,      378.97,      173.70
195801,       19.56,       20.38,       17.43,      645.15,      367.62,      162.49
195802,       21.09,       22.49,       19.43,      667.04,      383.33,      171.62
195803,       20.48,       22.08,       19.43,      648.99,      381.37,      165.19
195804,       21.48,       22.73,       20.12,      666.79,      392.81,      174.45
195805,       23.05,       23.08,       20.54,      685.02,      406.68,      176.54
195806,       23.88,       23.86,       21.27,      691.86,      415.84,      179.73
195807,       21.21,       24.11,       22.07,      601.63,      469.34,      233.44
195808,       22.22,       25.32,       23.66,      626.39,      486.22,      248.36
195809,       22.85,       26.16,       24.37,      635.62,      489.67,      255.97
195810,       24.78,       27.45,       26.16,      663.24,      514.97,      268.61
195811,       25.44,       28.37,       27.16,      677.29,      528.39,      277.75
195812,       26.39,       30.37,       27.76,      699.36,      538.82,      282.08
195901,       26.87,       31.20,       28.78,      738.35,      567.46,      296.80
195902,       28.26,       32.32,       30.71,      734.76,      574.16,      303.96
195903,       28.75,       34.01,       31.79,      749.22,      566.25,      305.65
195904,       29.43,       34.09,       32.64,      755.07,      565.54,      308.31
195905,       32.53,       35.74,       33.42,      790.43,      585.41,      319.31
195906,       31.53,       35.88,       33.58,      809.89,      590.79,      327.00
195907,       33.41,       39.24,       30.10,      956.49,      526.92,      328.76
195908,       33.57,       40.80,       31.13,      994.23,      540.66,      341.61
195909,       32.39,       40.00,       30.59,      974.93,      539.91,      331.10
195910,       30.08,       38.42,       29.03,      928.50,      516.46,      315.05
195911,       31.47,       38.97,       29.33,      940.85,      521.83,      322.08
195912,       32.55,       39.30,       29.88,      966.55,      523.27,      319.17
196001,       34.31,       40.49,       30.22,      995.78,      535.88,      326.64
196002,       31.78,       38.78,       28.51,      908.71,      508.57,      304.55
196003,       33.33,       38.85,       28.92,      919.41,      520.32,      299.93
196004,       32.02,       38.13,       27.98,      910.00,      512.73,      294.15
196005,       32.23,       37.23,       27.46,      895.15,      504.92,      289.29
196006,       34.49,       38.18,       28.02,      937.24,      514.78,      283.57
196007,       32.46,       33.48,       30.39,      927.68,      496.16,      327.84
196008,       30.93,       32.50,       29.94,      890.71,      492.57,      326.94
196009,       32.14,       33.05,       30.58,      906.49,      510.10,      338.11
196010,       29.41,       31.03,       28.61,      840.60,      484.98,      327.43
196011,       27.15,       30.32,       27.59,      828.04,      487.20,      329.72
196012,       29.65,       31.45,       28.60,      866.23,      504.71,      342.78
196101,       31.36,       32.42,       29.53,      893.65,      538.94,      360.40
196102,       33.08,       34.77,       32.79,      935.39,      575.94,      389.33
196103,       35.66,       36.97,       35.21,      968.10,      587.72,      398.75
196104,       38.27,       39.25,       36.99,      984.95,      611.18,      407.02
196105,       39.12,       39.23,       37.35,      977.02,      616.68,      423.36
196106,       40.66,       40.68,       39.78,     1007.02,      624.87,      425.44
196107,       35.42,       35.39,       33.71,      833.76,      739.06,      391.26
196108,       35.89,       35.46,       34.19,      849.67,      770.13,      405.17
196109,       35.57,       35.83,       34.44,      883.61,      776.68,      404.55
196110,       33.28,       34.82,       33.25,      874.38,      765.44,      382.78
196111,       34.30,       35.64,       33.35,      898.36,      784.59,      399.79
196112,       37.20,       37.80,       34.51,      925.41,      824.69,      413.96
196201,       37.01,       37.13,       34.75,      912.40,      834.96,      420.65
196202,       36.02,       36.59,       35.04,      858.15,      808.66,      417.50
196203,       35.91,       36.90,       35.61,      867.21,      824.71,      426.57
196204,       35.87,       36.49,       35.37,      867.74,      820.49,      416.72
196205,       32.87,       33.86,       32.88,      797.30,      780.75,      393.89
196206,       29.01,       30.55,       29.48,      710.75,      720.51,      367.64
196207,       28.95,       27.63,       26.81,      597.15,      585.38,      537.64
196208,       31.68,       29.08,       28.24,      649.84,      618.42,      561.12
196209,       32.64,       29.77,       29.19,      663.30,      628.58,      566.43
196210,       29.92,       27.70,       27.19,      621.15,      600.96,      547.31
196211,       28.39,       26.58,       26.75,      620.77,      608.99,      545.09
196212,       32.81,       29.77,       30.33,      696.18,      658.31,      602.07
196301,       31.66,       29.37,       30.01,      702.23,      668.88,      618.46
196302,       34.04,       31.69,       32.58,      733.66,      704.90,      640.65
196303,       32.93,       31.05,       32.33,      708.02,      685.51,      628.40
196304,       32.89,       31.58,       33.02,      725.31,      709.33,      661.68
196305,       33.70,       32.46,       34.37,      759.73,      737.48,      702.82
