This file was created by CMPT_ME_BEME_OP_INV_RETS using the 201803 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME and OP.

The portfolios are constructed at the end of June.  OP is operating profits (sales - cost
of goods sold - selling, general and administrative expenses - interest expense) divided by book
at the last fiscal year end of the prior calendar year.
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
199008, -13.5907, -11.7114, -14.3297,  -9.1756,  -8.6926,  -9.3189
199009,  -9.1750,  -7.9756, -10.3117,  -6.8299,  -3.7126,  -5.7597
199010,  -7.7737,  -4.6767,  -5.0832,  -2.9073,  -0.7236,   0.2438
199011,   5.4321,   7.7474,   8.1173,   8.2749,   6.1619,   7.1887
199012,   1.3315,   3.9524,   5.3995,   1.9480,   2.4823,   3.7587
199101,   7.9851,   8.6161,   9.5361,   4.3480,   4.0685,   5.7154
199102,  12.4209,   9.6515,  11.3013,   7.6429,   6.1307,   8.1767
199103,   7.5679,   6.1319,   6.4070,   3.2492,   1.6041,   3.6610
199104,  -0.1491,   1.0011,   1.1080,   0.3040,   0.0100,   0.3743
199105,   3.1301,   4.0754,   5.2136,   2.8072,   3.3176,   5.0588
199106,  -5.6252,  -4.0550,  -3.5703,  -5.4277,  -4.4650,  -4.3317
199107,   3.2711,   3.6385,   4.6419,   3.8124,   4.2071,   5.3744
199108,   4.7319,   2.9544,   4.2422,   1.4812,   1.3223,   3.8039
199109,   1.2890,   0.2861,  -0.2075,  -0.1726,  -0.2205,  -2.3235
199110,   4.2483,   2.2340,   2.1153,   3.1068,   1.2230,   1.4374
199111,  -6.0790,  -3.5555,  -4.3627,  -3.0882,  -4.4887,  -2.9868
199112,   7.5131,   7.9762,   9.9540,   8.1697,   9.5526,  13.3409
199201,   9.8960,   7.1377,   8.1699,  -0.5826,  -1.5615,  -1.5036
199202,   2.2974,   2.3236,   4.2413,   2.2043,   1.2505,   0.8360
199203,  -3.8866,  -1.9880,  -3.8889,  -1.9493,  -2.0115,  -2.1960
199204,  -5.6624,  -2.0841,  -2.6484,   1.1301,   3.7231,   1.5523
199205,   1.5933,   0.8850,  -0.8922,   0.3027,   0.5929,   0.7463
199206,  -4.7427,  -3.4634,  -4.4550,  -2.0587,  -0.5657,  -2.4563
199207,   2.5513,   3.6029,   3.9179,   3.0782,   4.5003,   4.2234
199208,  -5.4094,  -2.3482,  -1.4012,  -4.8448,  -2.0467,  -1.3610
199209,   0.0256,   2.4239,   3.0942,   1.2023,   0.9127,   1.4854
199210,   2.5467,   2.8350,   4.4571,   1.0229,  -0.4143,   1.8452
199211,   8.7189,   7.4487,   8.1949,   5.4502,   2.2701,   4.4987
199212,   2.5789,   3.7946,   3.5293,   3.6392,   0.8995,   1.6052
199301,   2.7568,   3.7468,   3.5969,   4.0405,   0.8879,  -0.0715
199302,  -3.8006,  -1.5897,  -2.5892,   1.5146,   2.8463,  -0.5822
199303,   1.6050,   3.0119,   3.4568,   4.3697,   2.5897,   1.8862
199304,  -2.4140,  -2.8993,  -3.8167,   1.0340,  -1.2659,  -4.7030
199305,   5.5143,   4.0987,   5.0566,   2.9236,   2.1859,   3.3830
199306,   1.0091,   0.4495,   1.1706,   2.2359,   0.0734,   0.3045
199307,   0.2103,   1.1342,   0.8078,   2.5527,   0.9465,  -2.2727
199308,   4.6027,   4.0378,   4.1787,   5.2936,   3.3663,   3.5397
199309,   2.9946,   2.0979,   3.2711,  -1.2636,  -0.0021,  -0.1623
199310,   4.3109,   1.5657,   3.1168,   0.6176,   1.3277,   1.7059
199311,  -3.6587,  -2.2053,  -2.6777,  -2.8204,  -1.8295,  -0.3542
199312,   1.4224,   4.1590,   3.7863,   1.6537,   2.5574,   0.8545
199401,   4.2900,   2.5179,   2.0886,   4.9059,   3.1171,   2.5026
199402,  -1.7868,   0.3983,   0.6428,  -4.5384,  -2.7176,  -1.9484
199403,  -6.1870,  -5.0037,  -5.3235,  -4.6624,  -4.0816,  -4.2682
199404,  -0.8982,   0.6949,   0.2707,   0.6758,   1.3399,   1.3042
199405,  -1.5153,  -1.4943,  -1.6130,   0.3525,   0.6086,   2.2403
199406,  -4.7034,  -2.7543,  -2.9680,  -3.2049,  -2.1347,  -2.8162
199407,   1.4994,   1.3127,   2.1955,   5.1553,   3.5922,   2.7318
199408,   5.1351,   5.4014,   6.0264,   4.5454,   3.5407,   4.6191
199409,  -0.2115,   0.3279,   0.5531,  -2.1733,  -2.8317,  -2.0583
199410,  -0.8668,   0.2601,   0.0760,   2.4366,   2.1087,   2.0773
199411,  -4.2300,  -3.0775,  -3.7610,  -4.1606,  -3.9987,  -3.1009
199412,  -0.1460,   2.2679,   1.7063,   1.9811,   2.0127,   0.6963
199501,  -0.2128,  -0.6051,   0.1114,   2.2687,   1.2375,   3.6385
199502,   2.9858,   4.3524,   3.5055,   3.3069,   4.6223,   3.8788
199503,   2.9033,   1.5036,   1.9487,   2.9817,   2.7358,   2.6564
199504,   2.6122,   2.4261,   1.3823,   2.9275,   2.0391,   2.9680
199505,   2.0379,   1.0317,   2.0515,   2.6320,   3.8865,   4.0231
199506,   6.7650,   5.2054,   5.0968,   2.6990,   1.9551,   3.2167
199507,   5.5724,   6.0059,   7.4320,   4.3539,   3.8079,   3.7781
199508,   3.6397,   2.0826,   2.4888,   2.6059,  -0.4286,   1.0863
199509,   2.5002,   1.4456,   2.2685,   2.5859,   2.7768,   5.3211
199510,  -6.1251,  -4.4017,  -4.1047,  -1.3500,  -1.9785,   0.5917
199511,   3.7972,   2.9770,   4.0058,   5.6346,   5.2089,   3.7772
199512,   3.6228,   1.0395,   1.2964,   0.9371,   2.1489,   1.1423
199601,   1.5191,  -0.4572,  -0.1451,   2.0842,   3.0453,   3.2619
199602,   3.3311,   3.0859,   4.3999,   1.9441,   2.0115,   1.2301
199603,   1.6902,   2.8736,   3.7479,   0.3116,   1.9294,   0.5134
199604,   7.6395,   5.0259,   6.7242,   1.1517,   1.3594,   2.1798
199605,   6.5092,   4.7174,   4.3101,   0.5988,   1.6246,   3.3162
199606,  -6.0503,  -3.0131,  -2.0714,  -2.1475,  -0.5907,   0.6963
199607, -11.1115,  -7.3088,  -8.1942,  -7.5507,  -5.4293,  -4.0293
199608,   5.5949,   5.6870,   6.1264,   3.6675,   3.5005,   2.1546
199609,   3.4838,   4.0366,   3.7389,   4.0697,   4.6143,   6.4421
199610,  -3.5095,  -0.4235,  -0.9975,   1.6290,   2.2322,   1.9267
199611,   1.8665,   4.6863,   3.0564,   6.4487,   5.2239,   8.6779
199612,   0.6146,   2.3330,   2.2278,  -1.1172,  -1.2122,  -1.9561
199701,   4.4840,   2.4591,   3.7098,   4.2775,   3.7924,   7.1481
199702,  -2.9614,  -1.4880,  -2.8303,  -0.3231,   0.2400,   0.6042
199703,  -6.6237,  -3.6600,  -4.2424,  -4.6650,  -2.5897,  -5.3503
199704,  -2.4331,   0.3490,  -0.7123,   3.2018,   2.8015,   7.2871
199705,  11.9432,  10.5494,  11.9383,   8.4066,   6.6691,   6.0847
199706,   5.0537,   5.1404,   5.9880,   4.3763,   3.4201,   4.6066
199707,   5.0481,   5.5602,   5.3828,   8.5003,   8.7799,   7.4064
199708,   3.5706,   3.1727,   3.8765,  -3.4449,  -3.5306,  -5.5954
199709,   8.8524,   8.0486,   7.3259,   6.5287,   5.3999,   5.2271
199710,  -5.2066,  -2.7756,  -4.2099,  -4.4865,  -3.0734,  -3.0489
199711,  -2.7717,  -0.0802,  -1.1693,   1.0234,   2.6702,   5.8494
199712,  -1.9549,   1.9933,   1.0509,   1.8976,   2.9370,   1.5034
199801,  -0.9799,  -1.1187,  -0.2587,   1.6313,  -1.5649,   2.0245
199802,   7.5851,   7.2005,   8.0417,   9.2065,   7.7165,   6.7570
199803,   4.6404,   4.6881,   4.2171,   6.3989,   3.8718,   5.5613
199804,   1.5779,   1.7478,   0.0680,   3.2554,   1.8822,   0.3652
199805,  -5.5833,  -4.6316,  -5.5168,  -3.5693,  -1.9200,  -1.8364
199806,   0.0927,  -0.2032,   0.0672,   5.1623,   2.3108,   4.7882
199807,  -7.8810,  -7.0013,  -6.7985,  -3.8044,  -1.9048,  -0.8087
199808, -22.9607, -18.0445, -20.0054, -17.8382, -15.0307, -14.3698
199809,   7.1634,   4.9720,   4.8677,   8.4107,   5.4433,   6.7243
199810,   3.8679,   3.9936,   4.5134,   7.0260,   8.0647,   7.7908
199811,   8.6038,   5.5327,   6.4682,   6.6734,   5.8132,   6.7835
199812,   4.7800,   3.5468,   5.6305,   9.4681,   5.1022,   6.7340
199901,   5.9519,  -0.4830,   0.8802,   4.5034,   2.0520,   4.2346
199902,  -8.8551,  -7.1430,  -8.3980,  -1.2596,  -2.9349,  -4.0425
199903,   1.3285,  -1.2653,  -0.0179,   9.8175,   3.9704,   2.6009
199904,  10.8717,   8.6732,   8.7320,   6.0196,   5.2078,   2.9105
199905,   0.7992,   1.9514,   2.7018,  -2.4010,  -1.1056,  -2.3204
199906,   7.0598,   5.7708,   5.9610,   2.0973,   4.5694,   6.0178
199907,  -1.0929,  -0.9825,  -0.0958,  -3.1733,  -3.0160,  -3.3186
199908,  -2.1409,  -3.7305,  -4.1028,  -1.1054,  -2.4266,   0.2579
199909,  -0.2308,  -0.6236,  -0.8063,  -1.9674,  -2.4509,  -3.0169
199910,   1.1318,  -1.2909,  -1.5538,   8.0196,   6.5798,   6.7183
199911,  11.3254,   5.4263,   4.9013,   4.6933,   2.1821,   2.4593
199912,  17.8163,   7.1636,   8.8204,  11.7447,   7.2792,   5.1977
200001,   4.2989,  -2.1971,  -5.9876,  -4.2628,  -3.8185,  -5.2750
200002,  31.7233,  10.5608,   2.4985,   6.9665,   0.3319,  -1.9363
200003, -13.7170,  -1.1962,   3.2993,   3.0429,   9.0441,  10.7968
200004, -14.9417,  -3.7738,  -2.9671,  -6.7149,  -1.1251,  -4.1647
200005,  -8.6841,  -3.8963,  -3.7091,  -6.1815,  -2.1891,  -2.0751
200006,  19.1750,   7.3192,   5.6250,   6.4018,  -0.7526,   4.5293
200007,  -6.2770,   0.4000,   2.8850,  -5.4107,   0.1874,  -2.0431
200008,   7.6265,   6.3645,   6.2719,  11.2779,   7.4740,   6.3390
200009,  -5.8483,  -0.8235,  -2.3810,  -7.3862,  -3.5952,  -4.4137
200010,  -8.7453,  -0.8422,  -1.0513,  -9.5882,  -2.5887,   2.3252
200011, -15.7513,  -3.8554,  -3.5813, -20.9916,  -7.7341,  -6.1453
200012,   3.3664,   8.1278,   9.3602,   2.8322,   1.8033,   0.7556
200101,  12.3507,   4.6558,   7.2701,   7.0207,   2.4082,   2.2694
200102, -10.4053,  -0.9019,  -1.2412, -15.2205, -11.8381,  -5.4087
200103,  -5.7030,  -1.6108,  -2.6463, -10.3390,  -5.5526,  -6.4590
200104,   8.1686,   5.4020,   7.0030,  11.4167,   8.7701,   6.6230
200105,   6.0141,   3.9135,   4.2843,  -0.9259,   0.9099,   1.3609
200106,   3.5142,   5.1609,   5.7365,  -2.6895,  -2.1047,  -1.6326
200107,  -9.2947,  -1.3555,  -1.3038,  -6.3302,  -2.5124,   0.5905
200108,  -6.5828,  -0.7300,  -2.8719,  -9.2409,  -6.6743,  -5.2229
200109, -17.1004, -11.5890, -14.7459, -14.0662, -10.6975,  -5.5593
200110,   9.5876,   3.8072,   6.8560,   4.6617,   2.8548,   1.5224
200111,  10.2562,   6.6415,   6.6873,  10.6535,   9.0323,   6.3891
200112,   7.1497,   6.2119,   6.9951,   0.2338,   1.6970,   1.2231
200201,  -2.8837,   1.0368,   1.5530,  -4.3185,  -1.2097,  -0.1975
200202,  -8.1930,   0.7972,   0.1764,  -7.7182,  -1.9505,  -0.5380
200203,   9.3690,   7.7912,   9.0082,   5.8584,   5.0643,   3.0233
200204,  -3.1815,   4.5160,   3.6532,  -7.9082,  -3.9347,  -6.1799
200205,  -5.8385,  -3.0792,  -3.0748,  -2.3114,  -1.3080,  -0.5346
200206,  -6.1949,  -2.1695,  -3.2429, -12.1573,  -5.3941,  -7.2197
200207, -16.4810, -13.7041, -12.7842,  -9.6579,  -9.5008,  -5.4162
200208,  -2.0597,   1.2819,   1.5473,   1.1132,   0.8956,   0.4609
200209, -10.6602,  -5.5820,  -5.0584, -10.9234, -11.1557, -10.0994
200210,   6.8404,   2.4410,   1.8946,   8.8813,   9.7717,   7.5191
200211,  15.6092,   6.2584,   4.5586,  11.2197,   6.9026,   3.2899
200212,  -9.5496,  -3.0817,  -2.5931,  -9.0334,  -7.4661,  -3.6471
200301,  -1.9114,  -2.6665,  -1.5419,  -1.0130,  -3.9922,  -2.5720
200302,  -3.5573,  -3.0019,  -2.4945,  -3.0097,  -1.0426,  -1.9495
200303,   0.7642,   0.5561,   2.7239,  -0.1377,   0.5179,   1.9247
200304,  12.3890,   8.5509,   7.6659,  11.2584,   9.2832,   6.6181
200305,  16.5152,   7.8463,   7.4787,   9.3715,   6.3993,   4.2331
200306,   2.6493,   2.5726,   3.3011,   0.9292,   1.4102,   1.2881
200307,   8.4915,   5.9264,   5.0933,   4.6367,   3.2968,  -0.0731
200308,   6.9119,   4.1156,   3.2060,   2.3628,   3.1373,   1.2910
200309,  -0.5967,  -1.8256,  -0.8753,  -3.1633,  -0.6816,  -0.6193
200310,   9.7300,   7.9926,   8.9359,   6.9210,   7.1226,   4.5230
200311,   3.7223,   3.6958,   3.9652,   1.7616,   0.9102,   1.1242
200312,   1.6622,   2.7414,   2.7385,   5.3319,   4.8426,   4.2041
200401,   7.7613,   1.9655,   2.4981,   3.5653,   1.0988,   1.6228
200402,  -0.9332,   1.8381,   2.4316,   0.3717,   1.7764,   2.0333
200403,  -0.4691,   1.2288,   2.4188,  -1.6817,  -1.2477,  -1.4690
200404,  -6.0620,  -2.6289,  -2.6331,  -3.1845,  -2.1631,  -0.2371
200405,   1.2215,   0.9911,   0.5495,   2.1903,   1.6590,   0.5603
200406,   3.1246,   4.9830,   5.5066,   1.6911,   1.9368,   1.3731
200407, -10.3220,  -4.4801,  -3.6656,  -6.6340,  -3.0990,  -2.7388
200408,  -1.6139,  -0.2572,  -1.3035,  -1.4391,   0.3020,   0.8446
200409,   4.9777,   4.4062,   5.4684,   3.6751,   1.0421,   0.6714
200410,   1.6494,   2.0666,   2.4207,   2.3115,   1.3904,   1.3848
200411,   8.7273,   8.5541,   8.9453,   6.1019,   4.2760,   3.6999
200412,   4.5821,   2.9668,   2.6639,   4.3624,   3.0558,   3.6069
200501,  -5.2512,  -3.1511,  -2.3953,  -5.2122,  -1.9290,  -1.8213
200502,   1.4709,   1.6850,   2.5395,   1.3692,   1.5936,   2.9688
200503,  -4.2105,  -1.5831,  -2.5228,  -1.0006,  -1.6578,  -1.7008
200504,  -7.2238,  -4.8256,  -6.0473,  -2.6718,  -1.3246,  -2.2119
200505,   6.2572,   6.8284,   6.2776,   5.8233,   3.2261,   3.0577
200506,   3.3913,   3.8228,   4.6520,  -0.3943,   0.3733,   0.6195
200507,   7.7773,   6.0287,   5.6879,   4.4595,   3.7431,   3.6858
200508,  -0.4081,  -2.0114,  -2.9516,   0.8412,  -1.2954,  -1.2529
200509,   0.9035,  -0.1953,   1.2072,   0.1559,   0.9617,   0.9733
200510,  -3.5395,  -2.2144,  -3.3209,  -0.8075,  -1.1985,  -2.1966
200511,   4.5682,   4.6045,   5.0450,   4.7298,   4.4176,   2.9008
200512,   0.1113,  -1.0722,   0.5737,  -0.3370,   0.5391,  -0.2165
200601,   9.8726,   7.7071,   8.7759,   3.7370,   2.0990,   2.8954
200602,   0.0552,  -0.2711,  -1.3030,  -0.6130,   0.9057,  -0.2764
200603,   4.8470,   4.8999,   4.6148,   1.4022,   1.8473,   1.1583
200604,  -0.2320,   0.6181,   1.6737,   0.3667,   1.6547,   1.0764
200605,  -7.2142,  -4.4034,  -4.8167,  -1.7912,  -3.4146,  -2.4066
200606,  -0.7966,   0.3044,   0.8440,  -0.2561,  -0.5005,   0.9155
200607,  -4.5007,  -3.0371,  -3.3820,  -1.8157,   0.3566,   0.5498
200608,   3.9559,   2.3764,   1.3000,   3.1131,   2.3579,   2.2443
200609,  -0.0373,   1.5082,   1.8132,   2.1217,   3.0314,   2.0924
200610,   5.5177,   5.1072,   5.4423,   4.1297,   2.6960,   3.6275
200611,   2.7191,   2.6385,   3.2950,   2.3780,   1.6309,   2.1940
200612,   0.5416,   0.8900,   0.2414,   1.7220,   1.9550,   0.5720
200701,   1.5928,   1.2485,   2.7619,   2.5802,   1.5716,   1.6585
200702,  -0.2926,  -0.2094,  -0.3498,  -1.0523,  -1.8708,  -1.9559
200703,   0.9855,   1.3946,   1.4413,   1.3140,   0.9441,   1.2311
200704,   2.2929,   1.3870,   2.8050,   3.6109,   3.7208,   4.9896
200705,   2.7455,   4.6880,   4.8261,   3.4893,   3.1557,   3.8924
200706,  -0.7033,  -1.5818,  -0.2966,  -1.5384,  -2.4166,  -1.1260
200707,  -5.5914,  -6.1477,  -6.9218,  -4.1881,  -3.6620,  -1.9672
200708,   1.1497,   2.5334,  -0.8527,   1.2409,   1.8242,   1.1476
200709,   2.0594,   1.0417,   0.8070,   3.8922,   3.2001,   4.1202
200710,   2.9389,   1.6072,   1.2164,   1.4187,   1.6874,   2.7398
200711,  -8.7682,  -5.5244,  -7.0302,  -5.0258,  -4.7364,  -3.5179
200712,  -0.0935,  -0.7878,  -0.5032,  -1.4222,  -1.7812,   0.7223
200801,  -8.6133,  -4.9951,  -5.1171,  -6.0601,  -6.0740,  -5.7700
200802,  -4.2903,  -3.1412,  -2.8712,  -1.8637,  -5.0931,  -1.6142
200803,  -1.4703,   1.0061,  -0.1442,  -0.5696,  -1.1828,  -0.3480
200804,   2.6562,   3.8174,   5.2689,   4.2331,   4.7952,   4.9046
200805,   4.6208,   4.3050,   6.9656,   2.9208,   0.4118,   2.2976
200806,  -9.0347,  -7.7452,  -5.0771, -10.7521, -10.6576,  -5.9260
200807,   3.3456,   4.0228,   1.5918,  -1.8036,   0.4445,  -1.9576
200808,   3.8937,   4.8591,   5.1299,  -0.4688,   1.3465,   1.7753
200809,  -9.5717,  -6.2515,  -9.7011, -13.6378,  -8.7632,  -7.8813
200810, -21.6455, -18.8811, -21.3580, -21.1633, -17.1948, -14.6084
200811, -12.7952, -11.6463, -12.2822, -13.8719,  -7.8470,  -4.7370
200812,   4.9874,   4.3592,   5.0298,   1.6555,   0.9676,   1.8695
200901,  -9.8118, -12.7917,  -9.8783,  -6.8761, -10.3710,  -6.0568
200902, -12.1048, -12.2443, -10.2859, -11.1005, -10.4011,  -9.0485
200903,  11.2357,   8.9496,   9.9292,  11.3518,   9.3161,   7.7814
200904,  15.2441,  17.0052,  20.0725,  11.4906,  11.1591,   7.1671
200905,   4.6274,   1.3677,   3.2512,   6.4335,   4.7714,   5.4413
200906,   4.5677,   1.3786,   0.7958,  -0.8163,  -0.3904,   1.1092
200907,   9.8316,   9.8899,  10.5533,   7.5511,   9.3260,   5.8941
200908,   4.0639,   3.3830,   4.0451,   8.0140,   2.6162,   1.9394
200909,   6.2495,   5.2113,   9.3860,   3.3101,   4.6890,   3.5241
200910,  -9.4807,  -5.2675,  -6.0037,  -4.8772,  -2.6929,   0.0735
200911,   2.7893,   2.5659,   2.0299,   4.0158,   5.9871,   6.2212
200912,   8.2090,   7.8956,   9.4597,   1.4159,   3.3938,   1.6331
201001,  -3.1728,  -3.1150,  -3.3614,  -1.5599,  -3.7403,  -4.0178
201002,   5.0857,   4.4203,   5.2068,   4.1472,   3.0363,   3.1028
201003,   8.3064,   7.4230,   8.5480,   6.7494,   6.5904,   5.2629
201004,   6.7248,   5.7740,   7.3021,   0.4255,   1.7878,   1.6711
201005,  -8.6040,  -7.5341,  -6.3825,  -8.0294,  -7.4047,  -8.0892
201006,  -8.0625,  -7.6702,  -8.7609,  -5.1957,  -5.6787,  -4.8647
201007,   6.7421,   7.2921,   6.2185,   6.0500,   7.3055,   6.8300
201008,  -8.0093,  -7.3092,  -8.2726,  -5.0672,  -4.8511,  -3.8425
201009,  13.0969,  12.0472,  12.5090,   9.0665,   8.9859,   9.4752
201010,   3.6690,   4.4462,   4.6404,   2.5734,   3.3380,   4.4317
201011,   3.5339,   4.1694,   3.9540,   0.7638,  -0.7967,   0.9496
201012,  10.0000,   7.3944,   6.6093,   8.7892,   7.5435,   5.1219
201101,  -0.0403,   0.4140,  -0.5686,   2.7800,   2.9052,   1.7162
201102,   6.0015,   5.4075,   3.6811,   4.1992,   3.9315,   2.7114
201103,   2.2609,   2.7685,   3.2515,  -1.4235,   0.6610,   0.5464
201104,   2.1220,   2.0976,   2.6163,   1.9855,   2.8361,   3.4908
201105,  -2.9380,  -2.0591,  -1.3122,  -3.0192,  -1.1063,  -0.6798
201106,  -3.2596,  -0.9840,  -0.8199,  -3.0280,  -2.0579,  -0.8730
201107,  -4.7099,  -3.4951,  -3.1948,  -4.7313,  -2.6209,  -1.0424
201108, -10.8552,  -7.6577,  -8.9325,  -9.1096,  -5.6018,  -4.7764
201109, -11.8772, -10.4933, -11.6221, -10.3211,  -7.1158,  -6.5802
201110,  15.1053,  14.6009,  15.2344,  14.7497,  10.5665,  10.7066
201111,  -1.7389,   0.2498,  -0.6541,  -2.1386,  -0.1366,   0.1683
201112,   0.4531,   0.5112,   0.0957,  -1.5085,   1.7074,   0.6312
201201,   8.1011,   6.5245,   6.0349,   6.7003,   3.9660,   5.1181
201202,   3.0948,   2.3087,   3.4410,   5.1370,   4.4357,   4.4550
201203,   3.2700,   2.5074,   2.1191,   2.8841,   3.2614,   3.0761
201204,  -1.7773,  -1.6553,  -0.8019,  -1.8841,  -0.8390,  -0.4683
201205,  -6.9985,  -6.4363,  -5.2892,  -8.6544,  -5.7477,  -5.8317
201206,   6.3084,   4.0966,   4.0214,   4.1243,   3.8459,   3.6793
201207,  -2.7669,  -0.5379,  -2.3034,  -0.1774,   1.5456,   0.8985
201208,   3.2691,   3.7622,   2.7861,   4.3907,   2.3305,   2.1908
201209,   3.5094,   3.8752,   3.4641,   3.9115,   3.2623,   1.7912
201210,  -2.5632,  -1.1833,  -2.3550,   0.8584,  -1.7886,  -2.2912
201211,   0.3629,   1.1617,   1.6187,   0.9273,   1.0450,   0.3749
201212,   3.7931,   2.7955,   3.8334,   3.1643,   1.6826,  -0.2496
201301,   6.6017,   6.0264,   6.6788,   7.9960,   6.2376,   4.0630
201302,   1.5810,   0.6676,   0.6504,   1.5161,   1.4391,   1.2601
201303,   4.6686,   4.0419,   6.1405,   4.6292,   3.8527,   3.7580
201304,  -0.5549,  -0.7973,  -0.6436,   1.6640,   1.2322,   2.1202
201305,   5.5343,   4.9733,   4.9531,   4.8556,   2.5361,   2.0624
201306,   0.1805,  -0.1670,  -0.5927,  -2.2566,  -0.2402,  -2.1557
201307,   7.4716,   7.5319,   7.0532,   7.5229,   5.5201,   4.8463
201308,  -2.7006,  -3.5489,  -1.8719,  -2.8461,  -3.1677,  -2.1802
201309,   6.1592,   5.9075,   6.2686,   4.3808,   3.5377,   3.0961
201310,   0.3623,   4.5101,   4.1380,   2.7087,   4.4759,   4.7690
201311,   4.2992,   4.6071,   4.2702,   2.8239,   2.6137,   3.4512
201312,   2.7828,   1.3640,   2.5809,   3.3179,   2.6590,   2.5416
201401,  -0.2602,  -4.1052,  -5.1837,  -2.1934,  -2.5877,  -4.6891
201402,   5.4319,   4.0448,   4.1942,   4.2356,   4.6708,   4.6580
201403,  -2.3100,   1.3062,   1.1680,   0.2005,   0.8818,   0.7121
201404,  -5.9004,  -3.1701,  -1.6948,  -1.2403,  -0.5260,   1.7739
201405,  -0.0311,   0.5120,  -0.1164,   1.5789,   2.1110,   2.3277
201406,   6.3317,   5.0014,   4.7197,   3.9894,   2.1618,   1.7956
201407,  -6.1545,  -5.8348,  -6.1066,  -2.6752,  -2.1655,  -0.7098
201408,   5.1668,   3.4355,   5.4068,   5.6188,   3.5840,   4.3755
201409,  -6.1670,  -5.4265,  -4.1778,  -1.7928,  -1.3497,  -1.8592
201410,   5.9947,   7.0367,   4.1663,   1.7348,   2.1300,   2.2623
201411,   0.3322,  -0.6169,   1.5664,   2.1854,   1.7699,   3.8588
201412,   3.6424,   2.1301,   1.8299,  -0.3211,   0.6633,  -1.2639
201501,  -3.8381,  -5.3144,  -3.3769,  -4.7538,  -3.3501,  -2.1272
201502,   6.8639,   6.4754,   6.4000,   7.7985,   5.6697,   6.0707
201503,   1.1081,   2.3008,   1.9040,  -1.3791,  -0.9069,  -1.9520
201504,  -2.1756,  -1.9389,  -1.9983,   1.2130,   0.4824,   1.0941
201505,   3.5902,   1.0979,   1.2980,   2.2557,   1.2793,   0.8930
201506,   0.1143,   2.1431,   1.4873,  -1.3919,  -1.6480,  -2.0210
201507,  -2.7997,  -2.3059,  -2.5839,   2.0870,   2.3867,   1.2677
201508,  -6.5660,  -4.7454,  -5.9563,  -6.4506,  -6.1841,  -5.8073
201509,  -6.9274,  -3.8486,  -6.0665,  -4.2351,  -2.6612,  -2.3265
201510,   5.4194,   5.6076,   6.3934,   7.0467,   8.2752,   7.8688
201511,   5.8841,   3.4203,   1.3525,   0.9075,   0.6369,  -0.0671
201512,  -4.3916,  -5.9161,  -5.2609,  -3.2799,  -1.1263,  -2.4946
201601, -11.6910,  -6.6719,  -9.8086,  -7.6116,  -5.5768,  -4.9257
201602,  -1.6327,   1.6860,   1.8681,  -1.9323,  -0.5625,   1.0038
201603,   7.4616,   8.1337,   9.2743,   6.9478,   6.4775,   7.2995
201604,   2.6630,   2.5022,   1.2749,   3.2802,   1.9885,  -1.3006
201605,   1.9338,   1.1047,   0.1103,   2.2882,   1.8367,   1.6519
201606,  -0.1858,   0.2485,  -0.4323,  -2.2368,   0.0306,   0.2577
201607,   6.5182,   5.6814,   6.6587,   1.6238,   3.8883,   4.6626
201608,   2.9957,   2.2608,   2.2518,   2.0032,   0.2623,  -0.2015
201609,   4.0479,   0.5863,  -0.0009,   0.3620,  -0.3834,   0.5753
201610,  -7.8769,  -3.3409,  -4.7902,  -1.9562,  -0.6274,  -2.5575
201611,  10.2109,  13.5046,  12.6172,   7.0598,   4.1702,   3.6487
201612,   0.5581,   4.0587,   2.7430,   1.6785,   2.2819,   1.4443
201701,   1.6085,  -0.5823,  -0.2731,   0.3274,   2.2827,   2.4758
201702,   2.1811,   1.1998,   0.9915,   1.7348,   4.1769,   4.1715
201703,   1.0773,  -0.0817,   1.2508,  -0.7492,  -0.2066,   0.7407
201704,   0.5215,   1.3943,   2.9264,  -0.2349,   1.2977,   1.6205
201705,  -1.9630,  -2.3272,  -1.9532,  -0.3248,   1.0455,   2.3024
201706,   4.5973,   3.1656,   2.1648,   1.5337,   1.4038,  -0.3023
201707,   0.5527,   0.8503,   0.1184,   2.6629,   2.0489,   1.9460
201708,  -0.9739,  -2.4214,  -2.2712,  -1.2192,   0.4564,   0.9488
201709,   7.3889,   7.8924,   7.2656,   4.3746,   2.4116,   1.4940
201710,  -0.2579,   0.7057,   1.2300,   1.8770,   2.5255,   2.7435
201711,   0.8011,   3.5781,   4.9974,   2.5641,   2.3086,   4.4760
201712,   0.4011,  -1.2049,   2.2308,   1.8272,   0.6013,   1.5481
201801,   3.2962,   2.0303,   2.2460,   5.2862,   5.5521,   6.5684
201802,  -2.5793,  -4.6410,  -3.4648,  -5.3755,  -3.3099,  -3.0589
201803,   1.0638,   1.5328,   0.7459,  -1.8354,  -2.6059,  -2.5379


  Average Equal Weighted Returns -- Monthly
,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
