This file was created by CMPT_ME_BEME_OP_INV_RETS using the 201803 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME and INV.

The portfolios are constructed at the end of June.  INV is the change
in total assets from the fiscal year ending in year t-2 to the fiscal year ending in t-1,
divided by t-2 total assets.
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
200407,   0.5360,   0.5122,   0.3875,   0.4196,   0.3607,   0.3085
200408,   0.5443,   0.5118,   0.3953,   0.4247,   0.3636,   0.3100
200409,   0.5432,   0.5142,   0.3923,   0.4282,   0.3641,   0.3106
200410,   0.5410,   0.5108,   0.3899,   0.4325,   0.3644,   0.3098
200411,   0.5427,   0.5101,   0.3877,   0.4339,   0.3642,   0.3084
200412,   0.5456,   0.5126,   0.3883,   0.4356,   0.3659,   0.3091
200501,   0.5505,   0.5148,   0.3880,   0.4353,   0.3655,   0.3093
200502,   0.5496,   0.5143,   0.3910,   0.4377,   0.3650,   0.3110
200503,   0.5536,   0.5143,   0.3928,   0.4338,   0.3637,   0.3115
200504,   0.5534,   0.5168,   0.3947,   0.4337,   0.3648,   0.3090
200505,   0.5526,   0.5137,   0.3955,   0.4334,   0.3634,   0.3081
200506,   0.5515,   0.5086,   0.3944,   0.4297,   0.3637,   0.3079
200507,   0.5396,   0.5073,   0.3873,   0.4760,   0.3496,   0.3473
200508,   0.5410,   0.5099,   0.3883,   0.4762,   0.3511,   0.3461
200509,   0.5420,   0.5117,   0.3886,   0.4774,   0.3502,   0.3464
200510,   0.5397,   0.5117,   0.3886,   0.4748,   0.3541,   0.3470
200511,   0.5412,   0.5113,   0.3891,   0.4726,   0.3529,   0.3490
200512,   0.5361,   0.5094,   0.3865,   0.4683,   0.3524,   0.3492
200601,   0.5345,   0.5085,   0.3876,   0.4701,   0.3520,   0.3504
200602,   0.5356,   0.5107,   0.3873,   0.4710,   0.3553,   0.3504
200603,   0.5346,   0.5115,   0.3892,   0.4683,   0.3548,   0.3521
200604,   0.5397,   0.5155,   0.3907,   0.4669,   0.3545,   0.3536
200605,   0.5426,   0.5168,   0.3912,   0.4628,   0.3561,   0.3587
200606,   0.5473,   0.5191,   0.3938,   0.4648,   0.3573,   0.3596
200607,   0.5072,   0.4890,   0.3795,   0.3780,   0.3765,   0.3472
200608,   0.5078,   0.4902,   0.3821,   0.3795,   0.3770,   0.3535
200609,   0.5063,   0.4910,   0.3824,   0.3786,   0.3761,   0.3507
200610,   0.5079,   0.4922,   0.3827,   0.3791,   0.3774,   0.3491
200611,   0.5072,   0.4904,   0.3807,   0.3793,   0.3769,   0.3487
200612,   0.5068,   0.4910,   0.3817,   0.3762,   0.3769,   0.3495
200701,   0.5125,   0.4945,   0.3865,   0.3776,   0.3786,   0.3532
200702,   0.5168,   0.4944,   0.3864,   0.3787,   0.3775,   0.3511
200703,   0.5190,   0.4954,   0.3854,   0.3783,   0.3779,   0.3512
200704,   0.5194,   0.4951,   0.3832,   0.3779,   0.3769,   0.3506
200705,   0.5170,   0.4940,   0.3849,   0.3759,   0.3764,   0.3498
200706,   0.5189,   0.4920,   0.3839,   0.3756,   0.3764,   0.3508
200707,   0.5035,   0.4785,   0.3735,   0.3597,   0.3630,   0.3717
200708,   0.5002,   0.4755,   0.3684,   0.3545,   0.3591,   0.3667
200709,   0.4936,   0.4732,   0.3656,   0.3518,   0.3587,   0.3653
200710,   0.4922,   0.4680,   0.3609,   0.3524,   0.3576,   0.3634
200711,   0.4874,   0.4649,   0.3584,   0.3441,   0.3553,   0.3588
200712,   0.4841,   0.4632,   0.3561,   0.3415,   0.3544,   0.3561
200801,   0.4815,   0.4632,   0.3548,   0.3361,   0.3518,   0.3577
200802,   0.4886,   0.4683,   0.3615,   0.3397,   0.3555,   0.3638
200803,   0.4866,   0.4673,   0.3620,   0.3375,   0.3507,   0.3618
200804,   0.4877,   0.4675,   0.3639,   0.3342,   0.3503,   0.3597
200805,   0.4821,   0.4662,   0.3638,   0.3371,   0.3514,   0.3570
200806,   0.4787,   0.4600,   0.3615,   0.3339,   0.3506,   0.3529
200807,   0.8965,   0.7361,   0.6147,   0.5392,   0.4163,   0.3831
200808,   0.9114,   0.7490,   0.6592,   0.5440,   0.4167,   0.4013
200809,   0.9424,   0.7661,   0.7485,   0.5357,   0.4147,   0.3948
200810,   0.9420,   0.7735,   0.6828,   0.5345,   0.3979,   0.4231
200811,   0.9377,   0.7683,   0.7210,   0.5209,   0.3962,   0.4139
200812,   0.9001,   0.7470,   0.6783,   0.5203,   0.3915,   0.3904
200901,   0.9033,   0.7597,   0.6847,   0.5198,   0.3841,   0.3799
200902,   0.8552,   0.7340,   0.6375,   0.5057,   0.3764,   0.3499
200903,   0.8123,   0.7028,   0.6089,   0.5021,   0.3680,   0.3416
200904,   0.8225,   0.7025,   0.6262,   0.5023,   0.3719,   0.3493
200905,   0.8396,   0.7081,   0.6285,   0.5189,   0.3782,   0.3574
200906,   0.8396,   0.7141,   0.6469,   0.5146,   0.3782,   0.3651
200907,   0.9625,   0.8829,   0.7668,   0.5848,   0.5697,   0.4894
200908,   0.9846,   0.8900,   0.7790,   0.5858,   0.5767,   0.4931
200909,   1.0649,   0.9207,   0.7977,   0.6226,   0.5888,   0.5025
200910,   1.0805,   0.9259,   0.8007,   0.6235,   0.5927,   0.4993
200911,   1.0720,   0.9061,   0.7896,   0.6073,   0.5825,   0.4947
200912,   1.0935,   0.9064,   0.7927,   0.6003,   0.5843,   0.4909
201001,   1.1149,   0.9076,   0.7961,   0.5986,   0.5826,   0.4882
201002,   1.1236,   0.9179,   0.8064,   0.6046,   0.5901,   0.4934
201003,   1.1296,   0.9331,   0.8081,   0.6071,   0.5932,   0.4930
201004,   1.1328,   0.9502,   0.8108,   0.6193,   0.5986,   0.4920
201005,   1.1651,   0.9624,   0.8213,   0.6254,   0.6040,   0.4923
201006,   1.1398,   0.9454,   0.8080,   0.6219,   0.5978,   0.4918
201007,   0.7681,   0.7901,   0.5675,   0.6253,   0.5758,   0.4791
201008,   0.7685,   0.7946,   0.5697,   0.6278,   0.5786,   0.4767
201009,   0.7686,   0.7872,   0.5666,   0.6215,   0.5757,   0.4740
201010,   0.7586,   0.7859,   0.5629,   0.6204,   0.5751,   0.4702
201011,   0.7559,   0.7829,   0.5661,   0.6181,   0.5731,   0.4629
201012,   0.7407,   0.7860,   0.5641,   0.6137,   0.5717,   0.4600
201101,   0.7450,   0.7941,   0.5628,   0.6216,   0.5800,   0.4685
201102,   0.7431,   0.7949,   0.5630,   0.6220,   0.5789,   0.4720
201103,   0.7435,   0.7988,   0.5643,   0.6235,   0.5774,   0.4748
201104,   0.7398,   0.7934,   0.5591,   0.6213,   0.5764,   0.4721
201105,   0.7348,   0.7879,   0.5544,   0.6174,   0.5724,   0.4676
201106,   0.7313,   0.7742,   0.5495,   0.6140,   0.5691,   0.4640
201107,   0.6610,   0.6173,   0.4670,   0.5414,   0.5221,   0.3497
201108,   0.6554,   0.6202,   0.4701,   0.5392,   0.5160,   0.3462
201109,   0.6528,   0.6197,   0.4628,   0.5340,   0.5053,   0.3433
201110,   0.6564,   0.6182,   0.4590,   0.5321,   0.4923,   0.3409
201111,   0.6493,   0.6151,   0.4541,   0.5328,   0.4966,   0.3450
201112,   0.6420,   0.6128,   0.4570,   0.5321,   0.4839,   0.3457
201201,   0.6445,   0.6160,   0.4604,   0.5330,   0.4859,   0.3463
201202,   0.6434,   0.6169,   0.4592,   0.5319,   0.4950,   0.3424
201203,   0.6452,   0.6125,   0.4579,   0.5355,   0.4985,   0.3405
201204,   0.6455,   0.6124,   0.4600,   0.5407,   0.5061,   0.3368
201205,   0.6445,   0.6104,   0.4570,   0.5440,   0.4970,   0.3353
201206,   0.6410,   0.6089,   0.4564,   0.5420,   0.4894,   0.3331
201207,   0.7958,   0.7006,   0.5552,   0.7167,   0.4632,   0.3583
201208,   0.7943,   0.6997,   0.5548,   0.7040,   0.4620,   0.3587
201209,   0.7994,   0.7029,   0.5493,   0.7172,   0.4654,   0.3570
201210,   0.8075,   0.7059,   0.5523,   0.7267,   0.4675,   0.3583
201211,   0.8126,   0.7050,   0.5666,   0.7439,   0.4705,   0.3642
201212,   0.7930,   0.7009,   0.5655,   0.7375,   0.4679,   0.3609
201301,   0.8044,   0.7013,   0.5730,   0.7662,   0.4742,   0.3656
201302,   0.8113,   0.7024,   0.5662,   0.7627,   0.4765,   0.3739
201303,   0.8196,   0.7012,   0.5617,   0.7586,   0.4763,   0.3739
201304,   0.8206,   0.6999,   0.5632,   0.7619,   0.4752,   0.3744
201305,   0.8205,   0.7018,   0.5705,   0.7643,   0.4759,   0.3723
201306,   0.8322,   0.7035,   0.5691,   0.7882,   0.4829,   0.3741
201307,   0.6416,   0.6000,   0.4418,   0.4978,   0.4616,   0.3459
201308,   0.6409,   0.6011,   0.4418,   0.4989,   0.4652,   0.3451
201309,   0.6429,   0.6012,   0.4377,   0.4972,   0.4647,   0.3427
201310,   0.6393,   0.6018,   0.4373,   0.4977,   0.4625,   0.3392
201311,   0.6434,   0.6064,   0.4388,   0.4983,   0.4626,   0.3377
201312,   0.6363,   0.6070,   0.4351,   0.4986,   0.4666,   0.3363
201401,   0.6389,   0.6041,   0.4369,   0.4975,   0.4666,   0.3366
201402,   0.6331,   0.6055,   0.4308,   0.4954,   0.4693,   0.3341
201403,   0.6334,   0.6054,   0.4317,   0.4928,   0.4666,   0.3329
201404,   0.6325,   0.6097,   0.4406,   0.4956,   0.4706,   0.3398
201405,   0.6338,   0.6120,   0.4488,   0.4971,   0.4652,   0.3420
201406,   0.6240,   0.6107,   0.4496,   0.4955,   0.4647,   0.3405
201407,   0.5953,   0.5266,   0.3519,   0.4538,   0.3974,   0.2811
201408,   0.5927,   0.5284,   0.3545,   0.4559,   0.3986,   0.2802
201409,   0.5893,   0.5285,   0.3537,   0.4572,   0.3977,   0.2786
201410,   0.5764,   0.5269,   0.3520,   0.4570,   0.3974,   0.2788
201411,   0.5734,   0.5282,   0.3467,   0.4547,   0.3967,   0.2769
201412,   0.5745,   0.5255,   0.3435,   0.4492,   0.3940,   0.2772
201501,   0.5766,   0.5269,   0.3437,   0.4511,   0.3969,   0.2778
201502,   0.5685,   0.5250,   0.3427,   0.4424,   0.3912,   0.2737
201503,   0.5697,   0.5216,   0.3421,   0.4430,   0.3923,   0.2751
201504,   0.5631,   0.5205,   0.3426,   0.4426,   0.3927,   0.2750
201505,   0.5653,   0.5233,   0.3467,   0.4458,   0.3953,   0.2735
201506,   0.5593,   0.5215,   0.3415,   0.4458,   0.3949,   0.2729
201507,   0.6077,   0.5642,   0.4290,   0.3633,   0.4316,   0.2391
201508,   0.5826,   0.5533,   0.4154,   0.3584,   0.4291,   0.2350
201509,   0.6140,   0.5589,   0.4248,   0.3581,   0.4289,   0.2364
201510,   0.5999,   0.5581,   0.4239,   0.3533,   0.4278,   0.2350
201511,   0.5972,   0.5581,   0.4269,   0.3540,   0.4276,   0.2336
201512,   0.5887,   0.5557,   0.4227,   0.3556,   0.4293,   0.2341
201601,   0.5775,   0.5523,   0.4152,   0.3511,   0.4263,   0.2319
201602,   0.5824,   0.5546,   0.4261,   0.3415,   0.4247,   0.2364
201603,   0.5854,   0.5545,   0.4286,   0.3364,   0.4210,   0.2358
201604,   0.5921,   0.5561,   0.4341,   0.3390,   0.4232,   0.2378
201605,   0.5919,   0.5626,   0.4385,   0.3438,   0.4296,   0.2395
201606,   0.5848,   0.5600,   0.4323,   0.3423,   0.4294,   0.2393
201607,   0.7298,   0.5796,   0.5347,   0.4129,   0.4172,   0.2897
201608,   0.7315,   0.5816,   0.5340,   0.4132,   0.4178,   0.2884
201609,   0.7675,   0.5815,   0.5410,   0.4239,   0.4260,   0.2901
201610,   0.7688,   0.5813,   0.5394,   0.4244,   0.4255,   0.2887
201611,   0.7641,   0.5833,   0.5514,   0.4267,   0.4329,   0.2905
201612,   0.7742,   0.5878,   0.5510,   0.4410,   0.4493,   0.2950
201701,   0.7779,   0.5949,   0.5605,   0.4438,   0.4514,   0.2989
201702,   0.7730,   0.5917,   0.5587,   0.4381,   0.4510,   0.2958
201703,   0.7726,   0.5892,   0.5581,   0.4379,   0.4530,   0.2948
201704,   0.7645,   0.5880,   0.5544,   0.4374,   0.4472,   0.2910
201705,   0.7540,   0.5828,   0.5550,   0.4352,   0.4440,   0.2876
201706,   0.7364,   0.5753,   0.5445,   0.4263,   0.4380,   0.2838
201707,   0.5703,   0.5462,   0.4170,   0.3508,   0.3962,   0.2473
201708,   0.5738,   0.5442,   0.4145,   0.3501,   0.3974,   0.2470
201709,   0.5653,   0.5414,   0.4096,   0.3493,   0.3938,   0.2445
201710,   0.5651,   0.5429,   0.4135,   0.3537,   0.3969,   0.2461
201711,   0.5686,   0.5420,   0.4125,   0.3509,   0.3995,   0.2430
201712,   0.5730,   0.5421,   0.4098,   0.3498,   0.3992,   0.2427
201801,   0.5791,   0.5400,   0.4084,   0.3523,   0.3997,   0.2428
201802,   0.5803,   0.5401,   0.4051,   0.3489,   0.3995,   0.2385
201803,   0.5769,   0.5351,   0.4031,   0.3451,   0.4008,   0.2352


  For portfolios formed in June of year t
  Value Weight Average of OP Calculated as: 
  Sum[ME(Mth) * OP(fiscal year t-1) / BE(fiscal year t-1)] / Sum[ME(Mth)] 
  Where Mth is a month from June of t to June of t+1
,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
196307,   0.0323,   0.3606,   0.3576,   0.2778,   0.2773,   0.4069
196308,  -0.0150,   0.3576,   0.3604,   0.2789,   0.2770,   0.4086
196309,  -0.0009,   0.3531,   0.3636,   0.2768,   0.2780,   0.4085
196310,   0.0282,   0.3528,   0.3618,   0.2750,   0.2778,   0.4091
196311,   0.0425,   0.3483,   0.3613,   0.2769,   0.2776,   0.4156
196312,   0.0803,   0.3453,   0.3550,   0.2774,   0.2778,   0.4131
196401,   0.0911,   0.3489,   0.3527,   0.2765,   0.2778,   0.4122
196402,   0.0649,   0.3584,   0.3524,   0.2787,   0.2770,   0.4128
196403,   0.0359,   0.3555,   0.3513,   0.2792,   0.2777,   0.4134
196404,   0.0405,   0.3577,   0.3461,   0.2799,   0.2772,   0.4130
196405,   0.0603,   0.3595,   0.3462,   0.2812,   0.2756,   0.4124
196406,   0.0916,   0.3620,   0.3440,   0.2840,   0.2756,   0.4139
196407,   0.2160,   0.2945,   0.3165,   0.3279,   0.2981,   0.3736
196408,   0.2158,   0.2967,   0.3182,   0.3269,   0.2998,   0.3717
196409,   0.2179,   0.3056,   0.3159,   0.3266,   0.3008,   0.3700
196410,   0.2160,   0.3044,   0.3188,   0.3259,   0.3010,   0.3693
196411,   0.2169,   0.2952,   0.3196,   0.3251,   0.3005,   0.3676
196412,   0.2163,   0.3022,   0.3199,   0.3252,   0.2996,   0.3657
196501,   0.2182,   0.3074,   0.3187,   0.3254,   0.3007,   0.3655
196502,   0.2198,   0.3029,   0.3198,   0.3243,   0.3024,   0.3687
196503,   0.2228,   0.2917,   0.3196,   0.3240,   0.3026,   0.3712
196504,   0.2263,   0.2916,   0.3182,   0.3239,   0.3037,   0.3702
196505,   0.2265,   0.2911,   0.3180,   0.3228,   0.3054,   0.3704
196506,   0.2255,   0.2879,   0.3182,   0.3238,   0.3037,   0.3708
196507,   0.2221,   0.2652,   0.3496,   0.2991,   0.3019,   0.3906
196508,   0.2241,   0.2650,   0.3482,   0.2978,   0.3019,   0.3921
196509,   0.2224,   0.2645,   0.3493,   0.2969,   0.3026,   0.3960
196510,   0.2230,   0.2636,   0.3469,   0.2978,   0.3036,   0.3958
196511,   0.2275,   0.2630,   0.3475,   0.2978,   0.3053,   0.3980
196512,   0.2300,   0.2618,   0.3439,   0.2984,   0.3039,   0.3996
196601,   0.2314,   0.2617,   0.3429,   0.2973,   0.3042,   0.3977
196602,   0.2324,   0.2590,   0.3390,   0.2971,   0.3040,   0.3992
196603,   0.2328,   0.2580,   0.3400,   0.2971,   0.3038,   0.4015
196604,   0.2359,   0.2582,   0.3457,   0.2985,   0.3038,   0.4058
196605,   0.2358,   0.2578,   0.3467,   0.2967,   0.3032,   0.4072
196606,   0.2336,   0.2590,   0.3489,   0.2993,   0.3026,   0.4091
196607,   0.2215,   0.3818,   0.3637,   0.2712,   0.3530,   0.4001
196608,   0.2216,   0.3794,   0.3635,   0.2709,   0.3531,   0.3997
196609,   0.2230,   0.3781,   0.3640,   0.2714,   0.3525,   0.3967
196610,   0.2240,   0.3663,   0.3636,   0.2718,   0.3514,   0.3971
196611,   0.2250,   0.3590,   0.3627,   0.2715,   0.3476,   0.3960
196612,   0.2237,   0.3594,   0.3684,   0.2717,   0.3495,   0.4044
196701,   0.2254,   0.3783,   0.3724,   0.2722,   0.3488,   0.4030
196702,   0.2230,   0.3691,   0.3767,   0.2707,   0.3505,   0.4029
196703,   0.2216,   0.3619,   0.3782,   0.2709,   0.3525,   0.4056
196704,   0.2251,   0.3633,   0.3779,   0.2704,   0.3532,   0.4087
196705,   0.2253,   0.3611,   0.3779,   0.2701,   0.3567,   0.4083
196706,   0.2258,   0.3671,   0.3772,   0.2706,   0.3573,   0.4073
196707,   0.2215,   0.3037,   0.3620,   0.3028,   0.3258,   0.4573
196708,   0.2204,   0.3046,   0.3614,   0.3034,   0.3263,   0.4554
196709,   0.2251,   0.3058,   0.3612,   0.3035,   0.3265,   0.4553
196710,   0.2261,   0.3053,   0.3612,   0.3037,   0.3277,   0.4544
196711,   0.2249,   0.3043,   0.3610,   0.3037,   0.3277,   0.4589
196712,   0.2223,   0.3049,   0.3619,   0.3031,   0.3279,   0.4586
196801,   0.2135,   0.3056,   0.3614,   0.3029,   0.3278,   0.4593
196802,   0.2129,   0.3052,   0.3577,   0.3014,   0.3250,   0.4575
196803,   0.2176,   0.3056,   0.3587,   0.3013,   0.3251,   0.4576
196804,   0.2168,   0.3053,   0.3608,   0.3009,   0.3247,   0.4613
196805,   0.2070,   0.3053,   0.3637,   0.3019,   0.3263,   0.4616
196806,   0.1983,   0.3055,   0.3634,   0.3006,   0.3277,   0.4620
196807,   0.2150,   0.2630,   0.3674,   0.3028,   0.3112,   0.4239
196808,   0.2132,   0.2640,   0.3650,   0.3033,   0.3089,   0.4219
196809,   0.2124,   0.2673,   0.3658,   0.3025,   0.3084,   0.4214
196810,   0.2101,   0.2676,   0.3648,   0.3003,   0.3079,   0.4183
196811,   0.2094,   0.2686,   0.3643,   0.3008,   0.3075,   0.4142
196812,   0.2111,   0.2681,   0.3634,   0.2969,   0.3080,   0.4163
196901,   0.2078,   0.2691,   0.3606,   0.2973,   0.3076,   0.4158
196902,   0.2071,   0.2682,   0.3593,   0.2971,   0.3069,   0.4141
196903,   0.2091,   0.2702,   0.3613,   0.2982,   0.3079,   0.4156
196904,   0.2072,   0.2717,   0.3620,   0.2983,   0.3075,   0.4158
196905,   0.2057,   0.2717,   0.3612,   0.2963,   0.3076,   0.4181
196906,   0.2044,   0.2709,   0.3609,   0.2958,   0.3086,   0.4180
196907,   0.1944,   0.2822,   0.3660,   0.2965,   0.3332,   0.6742
196908,   0.1978,   0.2839,   0.3684,   0.2972,   0.3356,   0.6656
196909,   0.1979,   0.2850,   0.3689,   0.2966,   0.3355,   0.6571
196910,   0.1981,   0.2870,   0.3722,   0.2983,   0.3379,   0.6471
196911,   0.1930,   0.2860,   0.3730,   0.2981,   0.3391,   0.6565
196912,   0.1954,   0.2878,   0.3746,   0.2977,   0.3407,   0.6574
197001,   0.2016,   0.2907,   0.3795,   0.2986,   0.3419,   0.6512
197002,   0.2016,   0.2885,   0.3806,   0.2976,   0.3429,   0.6405
197003,   0.2057,   0.2874,   0.3797,   0.2982,   0.3401,   0.6377
197004,   0.2066,   0.2905,   0.3796,   0.2989,   0.3385,   0.6418
197005,   0.2150,   0.2944,   0.3799,   0.2997,   0.3387,   0.6327
197006,   0.2154,   0.2995,   0.3768,   0.2997,   0.3371,   0.6341
197007,   0.2032,   0.3212,   0.3803,   0.3220,   0.3504,   0.4234
197008,   0.2079,   0.3214,   0.3786,   0.3211,   0.3466,   0.4257
197009,   0.2083,   0.3217,   0.3836,   0.3228,   0.3466,   0.4263
197010,   0.2056,   0.3244,   0.3896,   0.3200,   0.3504,   0.4313
197011,   0.2064,   0.3242,   0.3857,   0.3193,   0.3528,   0.4354
197012,   0.2092,   0.3294,   0.3855,   0.3206,   0.3515,   0.4360
197101,   0.2100,   0.3304,   0.3884,   0.3200,   0.3511,   0.4312
197102,   0.2073,   0.3359,   0.3875,   0.3208,   0.3493,   0.4321
197103,   0.2073,   0.3342,   0.3853,   0.3202,   0.3511,   0.4340
197104,   0.2053,   0.3378,   0.3934,   0.3187,   0.3532,   0.4350
197105,   0.2075,   0.3368,   0.3910,   0.3197,   0.3528,   0.4325
197106,   0.2100,   0.3406,   0.3965,   0.3203,   0.3529,   0.4337
197107,   0.3262,   0.2859,   0.3253,   0.2415,   0.2890,   0.4059
197108,   0.3239,   0.2873,   0.3266,   0.2429,   0.2896,   0.4051
197109,   0.3209,   0.2868,   0.3285,   0.2402,   0.2906,   0.4040
197110,   0.3018,   0.2872,   0.3341,   0.2404,   0.2916,   0.4048
197111,   0.2947,   0.2851,   0.3327,   0.2420,   0.2921,   0.4051
197112,   0.2890,   0.2858,   0.3333,   0.2429,   0.2929,   0.4063
197201,   0.2825,   0.2868,   0.3323,   0.2412,   0.2929,   0.4058
197202,   0.2857,   0.2834,   0.3305,   0.2411,   0.2945,   0.4076
197203,   0.2786,   0.2852,   0.3315,   0.2426,   0.2949,   0.4086
197204,   0.2771,   0.2838,   0.3289,   0.2418,   0.2956,   0.4089
197205,   0.2691,   0.2848,   0.3298,   0.2406,   0.2951,   0.4088
197206,   0.2982,   0.2848,   0.3311,   0.2421,   0.2963,   0.4101
197207,   0.1847,   0.2551,   0.2956,   0.2631,   0.2970,   0.3944
197208,   0.1855,   0.2525,   0.2942,   0.2662,   0.2984,   0.3951
197209,   0.1890,   0.2509,   0.2945,   0.2664,   0.2970,   0.3947
197210,   0.1909,   0.2510,   0.2957,   0.2660,   0.2966,   0.3958
197211,   0.1941,   0.2486,   0.2957,   0.2653,   0.2966,   0.3937
197212,   0.1954,   0.2480,   0.2965,   0.2622,   0.2953,   0.3924
197301,   0.1953,   0.2476,   0.2963,   0.2608,   0.2965,   0.3930
197302,   0.1953,   0.2468,   0.2955,   0.2639,   0.2957,   0.3942
197303,   0.1954,   0.2458,   0.2934,   0.2626,   0.2959,   0.3961
197304,   0.1963,   0.2453,   0.2932,   0.2596,   0.2954,   0.3948
197305,   0.1974,   0.2432,   0.2889,   0.2617,   0.2949,   0.3921
197306,   0.1990,   0.2441,   0.2884,   0.2600,   0.2957,   0.3935
197307,   0.1761,   0.3369,   0.3046,   0.3130,   0.3184,   0.3679
197308,   0.1739,   0.3315,   0.3081,   0.3118,   0.3180,   0.3653
197309,   0.1667,   0.3305,   0.3084,   0.3085,   0.3183,   0.3651
197310,   0.1752,   0.3298,   0.3089,   0.3062,   0.3144,   0.3603
197311,   0.1945,   0.3330,   0.3063,   0.3019,   0.3163,   0.3586
197312,   0.1905,   0.3451,   0.3020,   0.2950,   0.3168,   0.3593
197401,   0.1950,   0.3395,   0.3036,   0.2903,   0.3140,   0.3546
197402,   0.1878,   0.3342,   0.3037,   0.2951,   0.3127,   0.3527
197403,   0.1903,   0.3370,   0.3028,   0.2926,   0.3116,   0.3511
197404,   0.1950,   0.3364,   0.3024,   0.2942,   0.3132,   0.3527
197405,   0.1946,   0.3384,   0.3048,   0.2940,   0.3147,   0.3526
197406,   0.1978,   0.3380,   0.3068,   0.2979,   0.3164,   0.3571
197407,   0.2311,   0.2778,   0.3297,   0.2340,   0.3439,   0.3776
197408,   0.2318,   0.2778,   0.3274,   0.2328,   0.3434,   0.3743
197409,   0.2337,   0.2768,   0.3280,   0.2334,   0.3438,   0.3758
197410,   0.2318,   0.2767,   0.3231,   0.2331,   0.3398,   0.3719
197411,   0.2316,   0.2772,   0.3252,   0.2315,   0.3401,   0.3675
197412,   0.2298,   0.2761,   0.3240,   0.2303,   0.3393,   0.3645
197501,   0.2308,   0.2759,   0.3218,   0.2307,   0.3388,   0.3601
197502,   0.2288,   0.2765,   0.3216,   0.2320,   0.3384,   0.3624
197503,   0.2219,   0.2763,   0.3208,   0.2328,   0.3410,   0.3646
197504,   0.2172,   0.2777,   0.3225,   0.2338,   0.3403,   0.3649
197505,   0.2145,   0.2771,   0.3243,   0.2341,   0.3416,   0.3652
197506,   0.2160,   0.2771,   0.3246,   0.2355,   0.3421,   0.3596
197507,   0.2223,   0.2904,   0.3655,   0.2307,   0.3208,   0.4039
197508,   0.2232,   0.2873,   0.3648,   0.2315,   0.3201,   0.4040
197509,   0.2279,   0.2912,   0.3655,   0.2307,   0.3206,   0.4059
197510,   0.2292,   0.2907,   0.3655,   0.2315,   0.3210,   0.4084
197511,   0.2268,   0.2928,   0.3659,   0.2315,   0.3204,   0.4052
197512,   0.2267,   0.2931,   0.3670,   0.2316,   0.3207,   0.4023
197601,   0.2263,   0.2904,   0.3671,   0.2294,   0.3204,   0.4038
197602,   0.2211,   0.2868,   0.3674,   0.2317,   0.3213,   0.4037
197603,   0.2183,   0.2890,   0.3679,   0.2317,   0.3208,   0.4038
197604,   0.2169,   0.2858,   0.3687,   0.2329,   0.3208,   0.4035
197605,   0.2206,   0.2865,   0.3662,   0.2337,   0.3200,   0.4037
197606,   0.2195,   0.2874,   0.3663,   0.2358,   0.3220,   0.4062
197607,   0.2056,   0.2553,   0.3492,   0.2960,   0.3244,   0.3470
197608,   0.2028,   0.2550,   0.3483,   0.2932,   0.3250,   0.3452
197609,   0.2050,   0.2555,   0.3475,   0.2941,   0.3228,   0.3445
197610,   0.2033,   0.2561,   0.3466,   0.2975,   0.3262,   0.3442
197611,   0.2034,   0.2565,   0.3448,   0.2961,   0.3279,   0.3432
197612,   0.2028,   0.2557,   0.3457,   0.2965,   0.3282,   0.3415
197701,   0.2043,   0.2555,   0.3448,   0.2927,   0.3321,   0.3420
197702,   0.2063,   0.2553,   0.3391,   0.2978,   0.3358,   0.3425
197703,   0.2022,   0.2553,   0.3401,   0.2982,   0.3346,   0.3428
197704,   0.2027,   0.2561,   0.3395,   0.2966,   0.3329,   0.3426
197705,   0.2039,   0.2546,   0.3368,   0.2994,   0.3348,   0.3406
197706,   0.2085,   0.2546,   0.3344,   0.3016,   0.3373,   0.3394
197707,   0.2343,   0.3030,   0.3743,   0.2804,   0.3149,   0.3718
197708,   0.2380,   0.3004,   0.3751,   0.2818,   0.3147,   0.3716
197709,   0.2375,   0.3022,   0.3764,   0.2829,   0.3151,   0.3696
197710,   0.2424,   0.2990,   0.3764,   0.2849,   0.3155,   0.3696
197711,   0.2453,   0.2975,   0.3759,   0.2841,   0.3152,   0.3703
197712,   0.2430,   0.2973,   0.3761,   0.2835,   0.3149,   0.3695
197801,   0.2398,   0.2998,   0.3776,   0.2831,   0.3149,   0.3699
197802,   0.2397,   0.2972,   0.3764,   0.2834,   0.3140,   0.3699
197803,   0.2375,   0.2985,   0.3785,   0.2834,   0.3142,   0.3699
197804,   0.2356,   0.3006,   0.3814,   0.2845,   0.3145,   0.3685
197805,   0.2340,   0.3002,   0.3839,   0.2870,   0.3154,   0.3697
197806,   0.2377,   0.3018,   0.3822,   0.2886,   0.3151,   0.3698
197807,   0.2128,   0.2870,   0.3625,   0.3046,   0.3421,   0.3416
197808,   0.2189,   0.2884,   0.3633,   0.3036,   0.3431,   0.3416
