This file was created by CMPT_ME_BEME_OP_INV_RETS using the 201803 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME and INV.

The portfolios are constructed at the end of June.  INV is the change
in total assets from the fiscal year ending in year t-2 to the fiscal year ending in t-1,
divided by t-2 total assets.
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
196307,  -0.9948,  -0.5733,  -0.0470,  -1.2470,   0.5767,   0.1242
196308,   4.6372,   4.4594,   5.4846,   6.1655,   4.7846,   6.1154
196309,  -1.0598,  -2.1548,  -2.1694,  -1.1655,  -1.3828,  -0.5195
196310,   2.0296,   1.0125,   1.6133,   2.1101,   1.8512,   7.0433
196311,  -0.7547,  -1.1463,  -2.4381,   0.1598,   0.1683,  -2.6032
196312,  -0.0896,   0.1965,   1.1609,   2.3276,   2.5514,   1.6922
196401,   4.2223,   2.9301,   1.4303,   2.7895,   2.7931,   2.5593
196402,   2.4672,   2.9371,   1.5011,   2.5652,   1.4302,   1.7969
196403,   5.8664,   3.2725,   2.4019,   4.1085,   0.8608,   1.6759
196404,  -0.9606,  -0.1700,  -1.5282,  -1.7484,   1.1728,   1.0126
196405,   2.6493,   0.5955,  -0.0659,   0.9815,   1.0041,   3.2123
196406,   2.1103,   1.9743,   1.0989,   0.3656,   2.2911,   1.1123
196407,   2.8255,   2.8313,   1.8036,   3.2268,   2.2007,   0.4206
196408,  -1.3950,  -0.1054,  -0.6183,  -0.3516,  -1.1057,  -1.8351
196409,   3.7909,   3.0996,   2.5760,   3.6136,   2.5282,   3.6520
196410,   2.0604,   1.6568,   1.4937,   0.3310,   1.0960,   0.0021
196411,  -0.7030,  -0.4478,   0.4777,   1.2028,   0.3373,   0.3589
196412,  -2.0047,   0.0586,   0.1471,  -0.6911,   0.9166,   0.4485
196501,   7.1148,   5.8154,   6.3446,   4.9256,   2.6397,   5.3989
196502,   4.0632,   3.4433,   4.3015,   0.7368,   0.0049,   1.8346
196503,   1.6942,   1.2469,   0.1340,  -1.0584,  -1.4308,  -0.9874
196504,   3.7009,   5.0611,   5.3872,   2.3008,   3.1278,   5.2185
196505,   0.5780,  -0.0962,  -0.2367,   0.4500,  -0.3890,  -0.2064
196506,  -9.2423,  -8.4072, -10.0669,  -5.7807,  -3.9511,  -5.8371
196507,   3.3655,   2.6670,   3.0367,   1.5616,   1.3223,   1.8898
196508,   6.2438,   4.7252,   5.9206,   2.2642,   2.5054,   4.0244
196509,   4.5080,   3.6818,   3.7179,   4.0280,   3.0245,   3.1322
196510,   6.4845,   6.3140,   7.2576,   2.4760,   2.4619,   3.1712
196511,   7.4924,   4.4336,   6.1062,  -0.8588,  -1.0907,   2.3096
196512,   2.8678,   4.0701,   4.6601,   1.2703,   1.1578,   0.4776
196601,   6.6074,   5.9632,   5.6293,  -0.0018,   0.3248,   1.1023
196602,   4.8028,   2.3554,   3.7909,  -3.2016,  -1.5834,   0.7062
196603,  -1.4978,  -3.0403,  -1.7142,  -1.3294,  -2.8724,  -1.0299
196604,   6.7723,   3.0277,   6.6958,   1.6236,   1.5995,   3.5379
196605, -11.7781,  -9.3377, -10.0096,  -5.1839,  -4.9005,  -3.9479
196606,   0.9505,   0.0134,   0.2907,  -0.2351,  -1.6257,  -1.1125
196607,  -1.7575,  -1.3572,  -2.1289,  -0.1261,  -0.6822,  -3.2030
196608, -10.2678,  -9.6344, -10.9749,  -6.8023,  -7.1410,  -7.8481
196609,  -1.3660,  -1.6692,  -2.1068,   0.4256,   0.5176,  -3.7836
196610,  -0.7108,  -0.3664,  -3.7345,   6.8786,   5.4622,   1.3882
196611,   2.2848,   3.6694,   7.6788,  -1.5396,   0.7538,   6.3275
196612,   1.3132,   1.2784,   3.8621,   0.9391,   0.6531,  -1.1688
196701,  16.5923,  16.0586,  19.1931,   6.1806,   7.2367,   9.9146
196702,   4.1968,   2.8083,   3.3942,  -1.0364,   1.0804,   1.7206
196703,   5.8439,   6.6786,   6.8562,   3.9673,   3.5433,   6.1218
196704,   3.8948,   4.2551,   5.3188,   1.2574,   4.1616,   7.2417
196705,  -1.2755,  -1.7896,  -1.7419,  -2.2308,  -4.8878,  -5.0554
196706,   7.2314,   8.5224,  10.2758,   1.3480,   1.4594,   3.1102
196707,   9.9976,   8.0116,   7.0831,   6.6331,   3.7963,   4.0486
196708,   0.9365,   0.8777,  -1.4617,  -0.6826,  -0.6677,  -1.0937
196709,   4.9025,   4.9004,   5.9565,   3.0530,   2.8926,   3.9903
196710,  -3.5824,  -0.8481,  -3.9222,  -4.9303,  -3.0778,   0.5606
196711,  -1.2277,   1.1598,   1.2941,  -0.5521,   0.7995,   1.5129
196712,   8.8988,   7.1146,   9.2604,   3.1574,   2.4422,   2.6353
196801,   3.9758,   1.4978,  -2.3849,  -1.2015,  -3.5155,  -7.6904
196802,  -4.6400,  -5.3316,  -7.3655,  -1.7673,  -2.8227,  -4.0176
196803,  -0.7976,  -0.7213,  -1.9569,  -1.1845,   0.8467,   2.2984
196804,  14.2134,  13.1820,  17.2015,   6.7213,   7.9343,  11.1113
196805,   8.6601,   9.1196,   9.1423,   0.6070,   0.8263,   3.8202
196806,   2.3747,   1.0254,  -0.5002,   2.1452,   1.5070,  -0.4481
196807,  -1.1206,  -3.0812,  -5.5333,  -1.5641,  -0.6870,  -4.3366
196808,   4.6345,   3.0095,   3.9136,   1.8126,   1.1177,   1.7013
196809,   6.6319,   7.0054,   7.8381,   6.3838,   3.2715,   3.4026
196810,   0.6366,   1.3486,  -0.1323,   3.1361,   1.6829,  -1.6709
196811,   7.3294,   7.7978,   8.2561,   2.7041,   6.1320,   6.7843
196812,   0.4639,  -0.9970,  -0.5669,  -2.6306,  -4.1065,  -4.9104
196901,  -0.8200,  -0.3182,  -2.0988,  -0.9682,   0.3263,  -2.4572
196902,  -8.9893,  -7.5642, -10.0227,  -4.1220,  -4.6095,  -4.6660
196903,   2.6305,   2.9663,   3.2594,   2.9385,   3.6879,   3.1243
196904,   1.8127,   2.0802,  -0.2711,   0.7112,   2.6682,   2.6328
196905,   1.2289,  -0.1046,  -0.7024,   0.0375,   1.3191,  -1.0503
196906, -11.7018, -10.8957, -12.2120,  -7.1547,  -6.2947,  -3.5900
196907,  -7.9598,  -9.1394, -11.4785,  -5.6836,  -6.1247,  -6.1134
196908,   4.0122,   4.2137,   8.2572,   3.0224,   5.1093,   6.9357
196909,  -1.6779,  -0.8464,  -1.6444,  -2.9013,  -2.9498,  -1.2822
196910,   7.7876,   8.0373,  10.9790,   4.7507,   5.2014,   5.6269
196911,  -4.8007,  -5.2800,  -6.1122,  -2.5106,  -3.8575,  -1.8482
196912,  -6.6082,  -4.3430,  -4.9522,  -3.3530,  -0.5614,  -0.9253
197001,  -3.0431,  -3.0282,  -7.3255,  -5.7498,  -8.1034,  -9.3068
197002,   5.2496,   2.9435,   3.0877,   8.0160,   5.9119,   4.0648
197003,  -0.0529,  -1.7958,  -5.0400,   2.0342,  -0.2890,  -1.8386
197004, -13.2319, -13.8811, -20.4585,  -8.5135,  -8.4419, -13.0372
197005,  -7.9115,  -9.7512, -12.3126,  -4.9691,  -5.2790,  -7.8147
197006,  -5.5409,  -6.7831,  -9.1942,  -5.0982,  -3.6955,  -7.2394
197007,   6.8358,   6.7418,   6.8168,   9.6340,   6.9097,   5.9673
197008,   6.3927,   6.8356,   6.7476,   5.8524,   4.1408,   5.8666
197009,   9.8446,   9.9046,  16.4431,   2.1003,   3.4103,   7.4623
197010,  -4.8273,  -5.2570,  -7.6641,  -0.8999,  -0.8689,  -2.6140
197011,   2.1575,   2.9651,  -0.0626,   6.0308,   5.3371,   5.0913
197012,   8.8807,   9.2144,   8.4939,   5.4092,   6.4367,   5.1024
197101,  14.1952,  10.6901,  11.3465,   3.2713,   4.0497,   6.6397
197102,   2.8031,   3.0835,   4.4683,   1.9330,   1.1632,   1.8680
197103,   5.1094,   6.1470,   7.2889,   3.1534,   3.9234,   6.4702
197104,   3.9007,   4.2822,   2.3786,   4.3728,   2.8456,   4.4605
197105,  -4.0908,  -4.9081,  -5.6151,  -3.7194,  -3.8727,  -2.7261
197106,  -2.6058,   0.2807,  -0.9795,  -0.5158,   0.5519,   1.2115
197107,  -5.1321,  -4.0721,  -7.0178,  -4.0531,  -3.2442,  -5.4006
197108,   5.4767,   4.3491,   4.0726,   8.0387,   3.3187,   4.2403
197109,  -1.9046,  -0.5422,   0.8429,  -0.7057,  -0.4024,  -0.3416
197110,  -6.0654,  -5.2513,  -5.3535,  -5.1826,  -3.6519,  -3.4137
197111,  -2.9054,  -2.7018,  -3.2254,  -0.4516,   0.2103,   0.5793
197112,  12.3132,  10.5741,  13.2013,   7.1210,   8.7511,   9.8911
197201,   9.8713,   7.3835,   8.8140,   3.0442,   1.0462,   3.5207
197202,   4.0598,   2.7989,   3.5850,   2.1107,   3.0088,   3.6289
197203,  -0.2181,   0.0183,   0.9842,   1.9943,   0.4492,   1.1676
197204,   0.8963,   0.7607,   0.4010,  -1.2807,   0.6420,   0.9918
197205,  -1.6431,  -1.9168,  -1.8925,  -0.9443,   2.1222,   3.0018
197206,  -2.4868,  -2.9183,  -3.5386,  -3.1217,  -2.0129,  -1.3591
197207,  -3.4612,  -2.4876,  -4.2795,  -2.0872,   0.0353,   0.3047
197208,   1.8642,   1.7843,  -0.1045,   6.4486,   4.2659,   2.4867
197209,  -3.7709,  -2.4901,  -2.8774,  -3.4888,   0.0383,  -0.4501
197210,  -1.4268,  -0.0358,  -2.6985,   0.0288,   1.9165,   0.2766
197211,   6.1134,   6.1331,   3.9177,   8.1493,   5.3622,   3.3324
197212,  -1.6990,  -1.0188,  -1.3022,  -2.3353,   1.6204,   1.8528
197301,  -4.5289,  -4.9625,  -6.4698,  -4.1509,  -2.0084,  -2.0438
197302,  -7.8764,  -7.0752,  -9.6409,  -5.2906,  -4.1461,  -2.9691
197303,  -1.2906,  -3.1718,  -3.2859,  -1.5615,   0.0777,  -0.8484
197304,  -6.0243,  -5.1523,  -9.4836,  -3.9258,  -3.3864,  -5.7942
197305,  -8.8122,  -7.3190,  -8.3184,  -4.2014,  -1.1154,  -1.5044
197306,  -2.7642,  -2.7660,  -5.2061,  -2.9036,  -0.5035,  -0.5971
197307,   9.9687,  10.5816,  15.6180,   6.1131,   3.2035,   7.4647
197308,  -4.2439,  -4.1920,  -4.4270,  -1.4639,  -3.2255,  -3.6382
197309,   9.8018,   8.8664,  10.6548,   8.8205,   4.2452,   4.2900
197310,   1.2488,   0.2930,  -1.8947,   1.5711,  -0.3761,  -0.4711
197311, -17.9015, -17.5809, -20.8625, -13.4618, -10.2521, -13.5682
197312,  -1.3886,  -2.6955,  -1.7378,   4.3520,   1.5013,   0.1616
197401,  14.4211,  10.3077,   7.7614,   0.9828,  -0.5556,  -1.2686
197402,   1.8489,   1.1540,  -0.5381,   2.4812,  -0.4526,  -0.4171
197403,  -0.2268,   0.3524,  -0.6643,  -2.2879,  -2.3412,  -2.6011
197404,  -3.6421,  -5.1476,  -6.2219,  -3.3594,  -4.5966,  -4.3458
197405,  -6.7595,  -6.7895,  -8.0963,  -3.7779,  -3.3808,  -2.3677
197406,  -0.9167,  -1.2845,  -3.6918,  -0.9843,  -1.2422,  -4.3244
197407,  -3.4092,  -3.7002,  -6.0548,  -3.5835,  -7.5925, -10.0984
197408,  -6.1353,  -8.0763,  -9.4015,  -8.4073,  -8.0937, -10.2539
197409,  -6.4663,  -7.1666, -11.5992,  -7.8264, -10.5367, -14.5064
197410,   9.0328,   9.3599,  10.8020,  18.3103,  15.5744,  22.4422
197411,  -3.2327,  -4.2888,  -6.4825,  -1.4888,  -4.3533,  -4.1528
197412,  -5.8938,  -5.4213,  -8.4947,  -1.2537,  -1.3093,  -5.1122
197501,  26.8992,  25.8820,  28.4400,  13.5129,  12.6170,  13.7148
197502,   4.4772,   3.8788,   4.8214,   3.1880,   6.5462,   7.1010
197503,   6.1217,   6.7886,   9.3414,   5.1448,   1.4978,   4.4304
197504,   3.9981,   4.2390,   4.4945,   4.8890,   3.6879,   7.0657
197505,   6.8218,   7.6044,   8.9227,   5.4842,   5.8612,   4.6046
197506,   6.9905,   7.5845,   6.5581,   6.0323,   5.1748,   4.3454
197507,  -2.3413,  -2.2194,  -3.0691,  -4.7213,  -7.1816,  -6.3803
197508,  -5.3864,  -4.3902,  -5.2433,  -3.7743,  -1.6349,  -2.1440
197509,  -3.3863,  -3.9388,  -3.4717,  -3.6742,  -2.7955,  -4.5839
197510,   2.8953,   2.3012,   2.1711,   8.3238,   7.4628,   4.4901
197511,   2.6449,   2.9476,   1.9963,   4.1567,   4.3432,   1.4245
197512,  -0.5665,  -0.1717,  -1.6993,  -0.9268,  -1.3039,  -1.0214
197601,  20.7988,  18.4385,  18.9113,  14.1831,  12.0468,  11.3405
197602,  10.4737,   8.0104,   7.8404,   3.4638,  -0.1554,  -1.6168
197603,   2.4769,   1.6149,   0.7424,   3.2993,   2.7294,   2.8394
197604,  -1.4022,  -0.7840,  -0.9930,  -2.0225,  -1.5863,  -0.1938
197605,  -2.7548,  -1.9553,  -1.6808,  -1.3797,  -1.7307,   0.3931
197606,   3.9690,   3.7941,   4.0414,   6.0802,   4.8172,   4.1578
197607,   0.1549,   0.9240,  -0.4518,  -0.9103,  -0.3904,  -0.8740
197608,  -2.3562,  -1.2249,  -2.5960,  -1.7990,   0.9557,  -0.3867
197609,   1.5742,   3.1098,   3.2260,   2.3766,   2.1283,   2.9957
197610,  -2.1179,  -1.9074,  -2.1074,  -2.9454,  -1.7239,  -2.3263
197611,   2.9017,   3.6202,   3.8662,   0.7185,   1.1889,  -0.3967
197612,  10.7173,   9.6420,   9.0828,   7.6623,   5.9666,   4.8456
197701,   2.9499,   1.9623,   1.7189,  -2.9660,  -3.5605,  -5.5994
197702,  -1.0867,   0.0380,  -1.2138,  -2.3995,  -1.5475,  -1.8939
197703,   0.2024,   0.7753,   0.2949,  -0.9578,  -1.4979,  -0.8772
197704,   2.2398,   1.3735,   1.3171,   0.9001,   0.9261,  -0.5044
197705,   0.1136,   0.0914,  -0.0099,  -1.4081,  -0.8168,  -1.5127
197706,   7.0305,   5.5309,   7.7018,   4.1242,   4.2253,   5.8882
197707,   0.1840,   0.1205,   0.4196,  -1.3528,  -1.3019,  -1.7121
197708,  -1.7571,  -0.5537,   0.0699,  -0.2730,  -1.8774,  -0.9001
197709,   0.7659,   1.6171,   1.4559,  -1.3792,   0.4793,  -0.4485
197710,  -2.9673,  -1.2946,  -3.0170,  -4.4060,  -4.1692,  -3.7890
197711,   8.1776,   7.7045,   7.6765,   5.1524,   3.6138,   4.2867
197712,   2.0492,   1.2951,   2.7144,  -0.2525,   0.7123,   0.4202
197801,  -1.5952,  -3.0575,  -3.9092,  -5.4787,  -5.7558,  -6.2312
197802,   2.9666,   1.8752,   1.9705,  -1.4495,  -0.6423,  -2.5150
197803,   8.2012,   6.2040,   6.2711,   3.8548,   3.2306,   2.0383
197804,   7.2614,   7.2812,   9.4550,   9.7221,   7.4140,  10.2117
197805,   7.0626,   4.4526,   7.4604,   2.7314,   1.4462,   1.5951
197806,  -0.4254,   1.3519,  -0.3742,  -1.0191,  -1.8014,  -1.0189
197807,   5.0337,   5.6322,   6.4502,   5.8671,   5.4172,   6.0093
197808,   9.6715,   7.2950,   8.6260,   4.1263,   3.3219,   4.3370
197809,  -0.2272,  -1.1299,  -1.2613,   0.5726,  -0.6663,  -1.9995
197810, -20.9160, -17.5003, -22.4045, -10.7898,  -8.8498, -11.3630
197811,   5.1101,   4.9680,   7.8896,   3.7626,   2.8012,   3.4110
197812,   1.8938,   1.4453,   3.2282,   0.5206,   1.6891,   1.9483
197901,  10.1096,   7.7411,   8.4591,   5.3995,   4.4060,   3.8970
197902,  -2.1014,  -2.5640,  -2.9211,  -2.6945,  -2.7597,  -3.9481
197903,  10.1878,   7.4814,  10.7753,   7.9547,   5.0652,   6.8059
197904,   3.6608,   1.6926,   2.6959,   0.0307,   0.4760,   0.5704
197905,  -1.0435,  -1.3553,  -0.8696,  -2.4357,  -1.4991,  -0.9402
197906,   5.2026,   5.7735,   6.0840,   5.5203,   3.7144,   5.5305
197907,   3.0265,   3.5284,   2.4735,   2.8038,   0.7205,   2.1703
197908,   7.5229,   7.6923,   8.5739,   5.9766,   5.4271,   7.8597
197909,  -0.4473,  -0.8406,  -0.0461,   0.8670,  -0.1823,  -0.5647
197910, -11.2551, -10.1142,  -9.8670,  -5.7298,  -6.6838,  -7.5635
197911,   7.6072,   7.1172,  10.0904,   6.1604,   5.1192,   7.6719
197912,   6.5905,   6.0321,   7.0580,   2.0262,   1.5046,   3.5328
198001,   8.3912,   7.3809,   8.3878,   9.0142,   5.0599,   5.0110
198002,  -1.9325,  -2.0778,  -1.4465,   2.9975,  -0.4745,  -3.6021
198003, -18.0164, -16.4018, -18.8847, -13.4276,  -9.2653,  -9.8750
198004,   6.6630,   5.5240,   6.1161,   5.4886,   4.6859,   4.9041
198005,   7.5839,   7.8628,   8.4310,   6.4493,   5.0456,   6.5999
198006,   3.9098,   4.7304,   5.1760,   2.7599,   3.2481,   3.4208
198007,   8.2210,   8.9207,  12.9605,   7.2557,   5.8329,   7.5034
198008,   5.5163,   5.6688,   6.8553,   1.7278,   1.7206,   1.9957
198009,   2.7264,   2.4498,   4.8260,   2.2212,   1.7612,   5.7423
198010,   3.0864,   3.6791,   4.6239,   1.8639,   1.1974,   2.9232
198011,   5.3410,   5.1680,  10.3908,   8.6343,  10.0017,  15.0700
198012,  -2.5684,  -1.9614,  -4.4884,  -3.4136,  -2.3975,  -3.8795
198101,   0.5511,   0.9288,  -2.9049,  -3.0359,  -2.9892,  -8.3255
198102,   1.8383,   2.4996,   0.1423,   3.0990,   2.5400,   0.2552
198103,   6.5704,   7.0668,   9.1365,   6.4913,   2.6807,   4.8261
198104,   3.1519,   3.2386,   3.2100,  -0.2972,  -1.4794,  -2.7505
198105,   2.7721,   2.7470,   4.4392,  -0.4049,   0.9105,   1.1421
198106,  -0.3532,   0.2556,  -4.1916,  -0.4874,   0.0072,  -2.0471
198107,  -2.2656,  -2.0611,  -2.5634,  -3.5813,  -0.6803,   2.7812
198108,  -7.2624,  -5.5183,  -8.9843,  -5.6484,  -4.7229,  -6.8565
198109,  -7.3949,  -5.8485,  -9.4968,  -5.0640,  -3.2919,  -8.5581
198110,   7.5901,   7.1179,   8.6691,   4.7761,   3.9318,   9.3203
198111,   2.8460,   4.8933,   2.2227,   4.8789,   4.5882,   4.2924
198112,  -0.9102,  -1.1000,  -2.7002,  -1.7158,  -2.0585,  -4.6788
198201,  -2.7938,  -2.6198,  -4.6277,  -2.2621,  -0.4746,  -4.5930
198202,  -3.3967,  -1.9163,  -6.4679,  -2.2609,  -3.4085,  -8.2791
198203,   0.4420,   0.2628,  -2.2288,  -0.7365,   0.4939,  -2.7889
198204,   5.3188,   4.9877,   6.3810,   6.2632,   3.2774,   5.5431
198205,  -2.3463,  -1.6489,  -2.9963,  -3.6612,  -2.6298,  -2.8641
198206,  -2.0000,  -1.3427,  -3.5873,  -0.8295,  -0.4210,  -4.6243
198207,  -0.5862,  -0.8384,  -2.3283,  -2.2460,  -1.5112,  -3.6220
198208,   8.8067,   8.5291,   8.4285,  13.2330,  11.7628,  13.1810
198209,   3.7166,   4.9246,   2.9112,   0.9257,   1.5031,   1.8679
198210,  13.3649,  12.9482,  14.7806,  14.3423,   9.7986,  13.6391
198211,   9.9806,   8.9615,   8.8330,   5.2375,   3.8947,   5.7548
198212,   2.1519,   0.7471,   1.1709,   0.9417,   2.1271,  -0.2616
198301,   6.8672,   5.5934,   8.1584,   4.0401,   3.4186,   3.7455
198302,   7.1984,   6.8122,   4.1820,   2.4558,   2.6774,   3.4119
198303,   6.9414,   5.4683,   3.1860,   5.2897,   2.8762,   3.3829
198304,   8.5021,   7.6324,   7.2025,   8.2390,   7.5203,   6.3812
198305,   6.7478,   5.0131,   7.2753,  -0.2704,  -1.3623,   2.3874
198306,   5.0144,   4.3704,   4.3601,   2.3759,   3.3426,   4.8722
198307,  -1.7175,  -1.2637,  -3.3472,  -1.2430,  -2.8052,  -5.3396
198308,  -3.4918,  -2.0012,  -3.7950,   3.1955,   1.3423,  -0.4163
198309,   2.1955,   2.4601,   1.3478,   1.3747,   2.2563,   1.0039
198310,  -4.7499,  -4.1537,  -7.3060,  -0.7941,  -0.7658,  -4.1826
198311,   5.1259,   4.7673,   3.9541,   3.0648,   1.9016,   2.9228
198312,  -0.8469,  -0.9443,  -2.2200,  -0.1999,  -0.7995,  -1.1917
198401,  -0.3782,  -0.1711,  -2.5101,   0.2844,   0.0407,  -3.5358
198402,  -5.5331,  -4.8533,  -5.8349,  -2.3756,  -3.3514,  -5.1864
198403,   1.7886,   1.0153,   0.8650,   2.3187,   1.0011,   1.0488
198404,  -0.9175,   0.0671,  -0.7363,   1.3616,   1.1309,  -0.3156
198405,  -5.3765,  -3.7862,  -6.0687,  -6.0063,  -5.0038,  -4.3445
198406,   2.1575,   3.0239,   3.0349,   1.1330,   3.3913,   3.2788
198407,  -5.8212,  -2.0696,  -4.7952,  -3.9935,  -1.1498,  -0.8320
198408,  10.6139,  10.1184,  12.9071,  12.8538,   9.9705,  12.3373
198409,   0.4764,   1.6547,  -1.9999,   0.8922,   0.5058,  -1.6141
198410,  -2.5892,   0.0862,  -1.2813,  -1.0059,   1.1668,   0.2429
198411,  -1.6298,  -0.1215,  -3.4169,  -0.0869,  -0.3979,  -2.4975
198412,   0.5692,   2.2963,   2.5630,   2.1813,   2.5869,   2.7469
198501,  10.7520,   9.7952,  13.7925,   7.0503,   6.8391,  10.7765
198502,   2.5098,   2.6186,   2.5498,   2.7364,   1.8592,   0.6575
198503,  -1.2250,  -0.1478,  -2.7677,   2.2177,   0.4004,  -2.1732
198504,  -0.7173,   0.8497,  -1.5336,   0.0538,  -0.2267,  -0.7854
198505,   2.8184,   3.8431,   4.5938,   5.4296,   6.1824,   6.5646
198506,   1.2920,   2.9327,   2.1530,   0.9823,   2.0497,   1.3885
198507,   2.7707,   2.1224,   2.5002,  -0.5554,  -0.2638,  -0.9499
198508,  -0.4401,   0.6418,  -2.1063,   0.4751,  -0.5578,  -1.2943
198509,  -5.6239,  -4.2185,  -6.5542,  -2.3941,  -3.2664,  -5.1762
198510,   2.6368,   4.1099,   3.0315,   3.4450,   5.2609,   5.3069
198511,   4.7521,   7.3002,   7.9101,   6.0552,   7.4777,   7.2065
198512,   2.8842,   4.6109,   4.7430,   3.6329,   5.2248,   4.0557
198601,   1.3975,   1.7264,   2.5381,  -1.3644,   1.0889,   2.4321
198602,   5.3889,   7.7372,   7.6537,   6.5179,   8.1353,   8.5769
198603,   5.2154,   5.2770,   4.4445,   5.7600,   5.5568,   5.3438
198604,   1.0038,   1.1415,   2.1757,   0.6980,  -2.0357,  -1.4393
198605,   3.6384,   4.8978,   3.5679,   6.3764,   4.6836,   5.5928
198606,   0.0218,   1.5920,  -0.0426,   1.1775,   2.3806,   0.0077
198607,  -9.6139,  -6.9117, -10.0751,  -6.5099,  -3.6433,  -7.2740
198608,   3.8393,   3.6213,   2.4773,  10.5310,   7.3738,   5.4357
198609,  -5.1590,  -5.6519,  -7.4842,  -4.0629,  -9.3907,  -8.9862
198610,   3.5133,   2.8792,   3.7854,   6.4857,   5.8079,   4.4153
198611,   0.0958,   0.3500,  -0.3614,   2.1003,   2.3543,   1.3673
198612,  -3.3081,  -1.8477,  -3.0111,  -3.1530,  -2.2441,  -3.2734
198701,  11.8701,  10.0287,  12.0718,  11.1212,  13.4132,  13.2105
198702,   7.6609,   6.7264,   8.0268,   1.7606,   3.2459,   6.9202
198703,   4.2992,   1.6144,   0.9970,   5.9354,   1.5295,   1.1148
198704,  -1.9610,  -2.9485,  -3.4980,  -0.3122,  -2.0763,  -1.0628
198705,   0.8900,  -0.1339,  -0.0909,   2.1055,   0.5750,   0.3016
198706,   2.4727,   2.7344,   2.3673,   5.3203,   5.6125,   3.8676
198707,   5.1535,   3.3944,   2.3524,   5.5346,   3.5534,   5.2267
198708,   1.1980,   3.8077,   3.7681,   3.8516,   4.0877,   4.5219
198709,  -0.6871,  -1.4054,  -2.6083,  -1.2246,  -2.0663,  -3.0627
198710, -29.7321, -26.4347, -32.0576, -21.1164, -20.0873, -23.6115
198711,  -4.7008,  -2.8682,  -6.4983,  -8.8561,  -7.1701,  -8.2293
198712,   5.9713,   6.8847,   8.1392,   6.3223,   6.7724,   8.7570
198801,   5.9551,   4.4123,   3.2565,   6.0212,   4.1218,   4.4481
198802,   7.4765,   8.2700,   8.0864,   5.3992,   4.2186,   5.1057
198803,   4.6526,   3.4081,   3.1537,  -0.8130,  -3.3133,  -3.1180
198804,   3.1520,   2.1121,   0.8681,   1.8468,   0.7069,   0.3826
198805,  -1.5389,  -1.6637,  -2.3362,   0.2515,   1.1104,   0.3068
198806,   5.4257,   7.5442,   7.4704,   1.8377,   5.5917,   6.2313
198807,  -0.0796,  -0.2600,  -1.9401,  -0.6304,  -0.2932,  -1.6651
198808,  -1.7242,  -1.9319,  -3.7897,  -2.3172,  -2.3371,  -3.8943
198809,   2.2769,   3.2889,   2.2162,   3.5046,   4.1564,   4.5884
198810,  -0.6753,  -0.5193,  -1.0963,   3.6617,   1.9617,   2.0234
198811,  -2.4606,  -2.9252,  -3.9808,  -0.4997,  -1.5108,  -2.2216
198812,   4.3885,   2.8941,   3.8593,   1.2504,   1.8414,   2.5119
198901,   5.3831,   4.1540,   4.8415,   7.4998,   6.3015,   7.6724
198902,   1.4677,   1.2271,  -0.0320,  -0.4934,  -2.1582,  -2.7692
198903,   3.0566,   2.9413,   3.1525,   3.0145,   2.2197,   1.4209
198904,   3.9392,   4.0417,   4.8978,   5.1036,   5.1479,   5.1644
198905,   4.2645,   3.6317,   4.6049,   4.2381,   4.3362,   3.8031
198906,  -0.8563,  -0.5107,  -2.9657,  -0.1936,  -0.2181,  -1.0861
198907,   3.8562,   3.7876,   4.7356,   8.5434,   8.0841,   8.8942
198908,   2.0386,   2.8761,   2.4591,   1.9809,   1.7396,   2.6143
198909,   0.4871,   0.2140,   0.6377,   0.9412,  -0.5123,  -0.4858
198910,  -6.7134,  -5.2215,  -5.9026,  -1.5147,  -3.2480,  -2.4416
198911,   1.5437,   0.2777,   0.3612,   2.7573,   1.9440,   1.1424
198912,  -0.4074,   0.3020,  -0.2694,   4.0652,   1.7966,   0.9608
199001,  -7.3081,  -7.8089,  -9.7671,  -6.9931,  -7.0224,  -7.1215
199002,   2.2609,   1.9092,   3.9231,   1.7438,   1.4645,   1.2913
199003,   3.4214,   3.2033,   4.6634,   2.0979,   2.0426,   2.8386
199004,  -3.8382,  -2.2950,  -3.7328,  -3.7197,  -2.4989,  -1.8597
199005,   6.3661,   6.1268,   8.0175,   8.4618,   9.6362,   9.7270
199006,   1.3394,   0.6732,   0.3459,  -1.8069,  -0.4301,   0.0040
199007,  -3.3416,  -3.1790,  -5.3391,   1.6985,  -0.6326,  -2.5228
199008, -12.1150, -11.2871, -14.8971,  -7.2296,  -8.8809, -10.4539
199009,  -8.3364,  -7.7387, -10.6877,  -3.0004,  -3.9664,  -8.1745
199010,  -7.8231,  -4.2903,  -6.3838,  -1.7192,   0.6342,  -2.2289
199011,   4.6229,   5.6786,   9.3030,   4.8039,   6.2109,   9.5855
199012,   2.0454,   4.2707,   3.7558,   2.2268,   2.3962,   4.6618
199101,   8.8459,   6.8616,   9.5603,   0.9806,   4.1919,   8.4385
199102,  12.2683,   9.9166,  11.5720,   6.7718,   7.0393,   7.8216
